"STATION","DATE","TMAX"
"USW00023174","2010-01-01","  206"
"USW00023174","2010-01-02","  244"
"USW00023174","2010-01-03","  267"
"USW00023174","2010-01-04","  239"
"USW00023174","2010-01-05","  244"
"USW00023174","2010-01-06","  228"
"USW00023174","2010-01-07","  194"
"USW00023174","2010-01-08","  250"
"USW00023174","2010-01-09","  239"
"USW00023174","2010-01-10","  233"
"USW00023174","2010-01-11","  250"
"USW00023174","2010-01-12","  189"
"USW00023174","2010-01-13","  172"
"USW00023174","2010-01-14","  217"
"USW00023174","2010-01-15","  228"
"USW00023174","2010-01-16","  200"
"USW00023174","2010-01-17","  172"
"USW00023174","2010-01-18","  167"
"USW00023174","2010-01-19","  150"
"USW00023174","2010-01-20","  144"
"USW00023174","2010-01-21","  144"
"USW00023174","2010-01-22","  122"
"USW00023174","2010-01-23","  144"
"USW00023174","2010-01-24","  156"
"USW00023174","2010-01-25","  178"
"USW00023174","2010-01-26","  144"
"USW00023174","2010-01-27","  189"
"USW00023174","2010-01-28","  194"
"USW00023174","2010-01-29","  178"
"USW00023174","2010-01-30","  150"
"USW00023174","2010-01-31","  167"
"USW00023174","2010-02-01","  178"
"USW00023174","2010-02-02","  161"
"USW00023174","2010-02-03","  183"
"USW00023174","2010-02-04","  172"
"USW00023174","2010-02-05","  133"
"USW00023174","2010-02-06","  150"
"USW00023174","2010-02-07","  156"
"USW00023174","2010-02-08","  156"
"USW00023174","2010-02-09","  139"
"USW00023174","2010-02-10","  167"
"USW00023174","2010-02-11","  167"
"USW00023174","2010-02-12","  167"
"USW00023174","2010-02-13","  200"
"USW00023174","2010-02-14","  250"
"USW00023174","2010-02-15","  261"
"USW00023174","2010-02-16","  267"
"USW00023174","2010-02-17","  239"
"USW00023174","2010-02-18","  167"
"USW00023174","2010-02-19","  156"
"USW00023174","2010-02-20","  156"
"USW00023174","2010-02-21","  167"
"USW00023174","2010-02-22","  211"
"USW00023174","2010-02-23","  183"
"USW00023174","2010-02-24","  167"
"USW00023174","2010-02-25","  183"
"USW00023174","2010-02-26","  217"
"USW00023174","2010-02-27","  161"
"USW00023174","2010-02-28","  172"
"USW00023174","2010-03-01","  183"
"USW00023174","2010-03-02","  172"
"USW00023174","2010-03-03","  167"
"USW00023174","2010-03-04","  156"
"USW00023174","2010-03-05","  178"
"USW00023174","2010-03-06","  161"
"USW00023174","2010-03-07","  172"
"USW00023174","2010-03-08","  161"
"USW00023174","2010-03-09","  156"
"USW00023174","2010-03-10","  161"
"USW00023174","2010-03-11","  178"
"USW00023174","2010-03-12","  183"
"USW00023174","2010-03-13","  156"
"USW00023174","2010-03-14","  183"
"USW00023174","2010-03-15","  244"
"USW00023174","2010-03-16","  294"
"USW00023174","2010-03-17","  283"
"USW00023174","2010-03-18","  222"
"USW00023174","2010-03-19","  206"
"USW00023174","2010-03-20","  239"
"USW00023174","2010-03-21","  206"
"USW00023174","2010-03-22","  178"
"USW00023174","2010-03-23","  189"
"USW00023174","2010-03-24","  206"
"USW00023174","2010-03-25","  167"
"USW00023174","2010-03-26","  200"
"USW00023174","2010-03-27","  278"
"USW00023174","2010-03-28","  272"
"USW00023174","2010-03-29","  222"
"USW00023174","2010-03-30","  178"
"USW00023174","2010-03-31","  167"
"USW00023174","2010-04-01","  150"
"USW00023174","2010-04-02","  172"
"USW00023174","2010-04-03","  178"
"USW00023174","2010-04-04","  161"
"USW00023174","2010-04-05","  167"
"USW00023174","2010-04-06","  189"
"USW00023174","2010-04-07","  250"
"USW00023174","2010-04-08","  261"
"USW00023174","2010-04-09","  217"
"USW00023174","2010-04-10","  167"
"USW00023174","2010-04-11","  172"
"USW00023174","2010-04-12","  161"
"USW00023174","2010-04-13","  167"
"USW00023174","2010-04-14","  178"
"USW00023174","2010-04-15","  183"
"USW00023174","2010-04-16","  178"
"USW00023174","2010-04-17","  206"
"USW00023174","2010-04-18","  194"
"USW00023174","2010-04-19","  189"
"USW00023174","2010-04-20","  183"
"USW00023174","2010-04-21","  161"
"USW00023174","2010-04-22","  150"
"USW00023174","2010-04-23","  172"
"USW00023174","2010-04-24","  178"
"USW00023174","2010-04-25","  172"
"USW00023174","2010-04-26","  161"
"USW00023174","2010-04-27","  161"
"USW00023174","2010-04-28","  178"
"USW00023174","2010-04-29","  183"
"USW00023174","2010-04-30","  200"
"USW00023174","2010-05-01","  194"
"USW00023174","2010-05-02","  206"
"USW00023174","2010-05-03","  211"
"USW00023174","2010-05-04","  194"
"USW00023174","2010-05-05","  189"
"USW00023174","2010-05-06","  194"
"USW00023174","2010-05-07","  211"
"USW00023174","2010-05-08","  206"
"USW00023174","2010-05-09","  178"
"USW00023174","2010-05-10","  183"
"USW00023174","2010-05-11","  183"
"USW00023174","2010-05-12","  200"
"USW00023174","2010-05-13","  206"
"USW00023174","2010-05-14","  183"
"USW00023174","2010-05-15","  178"
"USW00023174","2010-05-16","  183"
"USW00023174","2010-05-17","  161"
"USW00023174","2010-05-18","  183"
"USW00023174","2010-05-19","  172"
"USW00023174","2010-05-20","  206"
"USW00023174","2010-05-21","  200"
"USW00023174","2010-05-22","  189"
"USW00023174","2010-05-23","  172"
"USW00023174","2010-05-24","  183"
"USW00023174","2010-05-25","  183"
"USW00023174","2010-05-26","  183"
"USW00023174","2010-05-27","  189"
"USW00023174","2010-05-28","  200"
"USW00023174","2010-05-29","  239"
"USW00023174","2010-05-30","  233"
"USW00023174","2010-05-31","  228"
"USW00023174","2010-06-01","  194"
"USW00023174","2010-06-02","  200"
"USW00023174","2010-06-03","  200"
"USW00023174","2010-06-04","  194"
"USW00023174","2010-06-05","  211"
"USW00023174","2010-06-06","  211"
"USW00023174","2010-06-07","  206"
"USW00023174","2010-06-08","  206"
"USW00023174","2010-06-09","  200"
"USW00023174","2010-06-10","  211"
"USW00023174","2010-06-11","  211"
"USW00023174","2010-06-12","  211"
"USW00023174","2010-06-13","  200"
"USW00023174","2010-06-14","  206"
"USW00023174","2010-06-15","  222"
"USW00023174","2010-06-16","  211"
"USW00023174","2010-06-17","  211"
"USW00023174","2010-06-18","  211"
"USW00023174","2010-06-19","  211"
"USW00023174","2010-06-20","  211"
"USW00023174","2010-06-21","  200"
"USW00023174","2010-06-22","  206"
"USW00023174","2010-06-23","  200"
"USW00023174","2010-06-24","  200"
"USW00023174","2010-06-25","  211"
"USW00023174","2010-06-26","  200"
"USW00023174","2010-06-27","  211"
"USW00023174","2010-06-28","  206"
"USW00023174","2010-06-29","  200"
"USW00023174","2010-06-30","  200"
"USW00023174","2010-07-01","  206"
"USW00023174","2010-07-02","  206"
"USW00023174","2010-07-03","  222"
"USW00023174","2010-07-04","  222"
"USW00023174","2010-07-05","  194"
"USW00023174","2010-07-06","  189"
"USW00023174","2010-07-07","  194"
"USW00023174","2010-07-08","  183"
"USW00023174","2010-07-09","  194"
"USW00023174","2010-07-10","  206"
"USW00023174","2010-07-11","  211"
"USW00023174","2010-07-12","  200"
"USW00023174","2010-07-13","  233"
"USW00023174","2010-07-14","  261"
"USW00023174","2010-07-15","  256"
"USW00023174","2010-07-16","  261"
"USW00023174","2010-07-17","  244"
"USW00023174","2010-07-18","  233"
"USW00023174","2010-07-19","  239"
"USW00023174","2010-07-20","  217"
"USW00023174","2010-07-21","  211"
"USW00023174","2010-07-22","  211"
"USW00023174","2010-07-23","  200"
"USW00023174","2010-07-24","  200"
"USW00023174","2010-07-25","  206"
"USW00023174","2010-07-26","  206"
"USW00023174","2010-07-27","  194"
"USW00023174","2010-07-28","  200"
"USW00023174","2010-07-29","  211"
"USW00023174","2010-07-30","  200"
"USW00023174","2010-07-31","  217"
"USW00023174","2010-08-01","  211"
"USW00023174","2010-08-02","  194"
"USW00023174","2010-08-03","  194"
"USW00023174","2010-08-04","  206"
"USW00023174","2010-08-05","  206"
"USW00023174","2010-08-06","  206"
"USW00023174","2010-08-07","  206"
"USW00023174","2010-08-08","  211"
"USW00023174","2010-08-09","  200"
"USW00023174","2010-08-10","  211"
"USW00023174","2010-08-11","  211"
"USW00023174","2010-08-12","  206"
"USW00023174","2010-08-13","  194"
"USW00023174","2010-08-14","  194"
"USW00023174","2010-08-15","  200"
"USW00023174","2010-08-16","  200"
"USW00023174","2010-08-17","  244"
"USW00023174","2010-08-18","  267"
"USW00023174","2010-08-19","  244"
"USW00023174","2010-08-20","  228"
"USW00023174","2010-08-21","  217"
"USW00023174","2010-08-22","  267"
"USW00023174","2010-08-23","  283"
"USW00023174","2010-08-24","  261"
"USW00023174","2010-08-25","  228"
"USW00023174","2010-08-26","  211"
"USW00023174","2010-08-27","  206"
"USW00023174","2010-08-28","  211"
"USW00023174","2010-08-29","  217"
"USW00023174","2010-08-30","  217"
"USW00023174","2010-08-31","  228"
"USW00023174","2010-09-01","  194"
"USW00023174","2010-09-02","  189"
"USW00023174","2010-09-03","  189"
"USW00023174","2010-09-04","  233"
"USW00023174","2010-09-05","  217"
"USW00023174","2010-09-06","  228"
"USW00023174","2010-09-07","  206"
"USW00023174","2010-09-08","  200"
"USW00023174","2010-09-09","  217"
"USW00023174","2010-09-10","  211"
"USW00023174","2010-09-11","  178"
"USW00023174","2010-09-12","  183"
"USW00023174","2010-09-13","  200"
"USW00023174","2010-09-14","  228"
"USW00023174","2010-09-15","  200"
"USW00023174","2010-09-16","  189"
"USW00023174","2010-09-17","  206"
"USW00023174","2010-09-18","  200"
"USW00023174","2010-09-19","  211"
"USW00023174","2010-09-20","  206"
"USW00023174","2010-09-21","  200"
"USW00023174","2010-09-22","  211"
"USW00023174","2010-09-23","  233"
"USW00023174","2010-09-24","  250"
"USW00023174","2010-09-25","  289"
"USW00023174","2010-09-26","  306"
"USW00023174","2010-09-27","  406"
"USW00023174","2010-09-28","  344"
"USW00023174","2010-09-29","  278"
"USW00023174","2010-09-30","  272"
"USW00023174","2010-10-01","  244"
"USW00023174","2010-10-02","  267"
"USW00023174","2010-10-03","  217"
"USW00023174","2010-10-04","  178"
"USW00023174","2010-10-05","  189"
"USW00023174","2010-10-06","  189"
"USW00023174","2010-10-07","  206"
"USW00023174","2010-10-08","  222"
"USW00023174","2010-10-09","  244"
"USW00023174","2010-10-10","  261"
"USW00023174","2010-10-11","  272"
"USW00023174","2010-10-12","  217"
"USW00023174","2010-10-13","  200"
"USW00023174","2010-10-14","  206"
"USW00023174","2010-10-15","  189"
"USW00023174","2010-10-16","  183"
"USW00023174","2010-10-17","  178"
"USW00023174","2010-10-18","  194"
"USW00023174","2010-10-19","  206"
"USW00023174","2010-10-20","  189"
"USW00023174","2010-10-21","  189"
"USW00023174","2010-10-22","  194"
"USW00023174","2010-10-23","  200"
"USW00023174","2010-10-24","  200"
"USW00023174","2010-10-25","  239"
"USW00023174","2010-10-26","  211"
"USW00023174","2010-10-27","  289"
"USW00023174","2010-10-28","  283"
"USW00023174","2010-10-29","  256"
"USW00023174","2010-10-30","  189"
"USW00023174","2010-10-31","  189"
"USW00023174","2010-11-01","  250"
"USW00023174","2010-11-02","  317"
"USW00023174","2010-11-03","  367"
"USW00023174","2010-11-04","  356"
"USW00023174","2010-11-05","  306"
"USW00023174","2010-11-06","  211"
"USW00023174","2010-11-07","  194"
"USW00023174","2010-11-08","  206"
"USW00023174","2010-11-09","  194"
"USW00023174","2010-11-10","  178"
"USW00023174","2010-11-11","  250"
"USW00023174","2010-11-12","  239"
"USW00023174","2010-11-13","  256"
"USW00023174","2010-11-14","  256"
"USW00023174","2010-11-15","  239"
"USW00023174","2010-11-16","  189"
"USW00023174","2010-11-17","  183"
"USW00023174","2010-11-18","  178"
"USW00023174","2010-11-19","  167"
"USW00023174","2010-11-20","  172"
"USW00023174","2010-11-21","  161"
"USW00023174","2010-11-22","  156"
"USW00023174","2010-11-23","  156"
"USW00023174","2010-11-24","  156"
"USW00023174","2010-11-25","  167"
"USW00023174","2010-11-26","  200"
"USW00023174","2010-11-27","  161"
"USW00023174","2010-11-28","  156"
"USW00023174","2010-11-29","  167"
"USW00023174","2010-11-30","  200"
"USW00023174","2010-12-01","  206"
"USW00023174","2010-12-02","  217"
"USW00023174","2010-12-03","  206"
"USW00023174","2010-12-04","  178"
"USW00023174","2010-12-05","  200"
"USW00023174","2010-12-06","  178"
"USW00023174","2010-12-07","  233"
"USW00023174","2010-12-08","  206"
"USW00023174","2010-12-09","  183"
"USW00023174","2010-12-10","  200"
"USW00023174","2010-12-11","  222"
"USW00023174","2010-12-12","  283"
"USW00023174","2010-12-13","  256"
"USW00023174","2010-12-14","  150"
"USW00023174","2010-12-15","  156"
"USW00023174","2010-12-16","  161"
"USW00023174","2010-12-17","  144"
"USW00023174","2010-12-18","  167"
"USW00023174","2010-12-19","  172"
"USW00023174","2010-12-20","  167"
"USW00023174","2010-12-21","  144"
"USW00023174","2010-12-22","  167"
"USW00023174","2010-12-23","  172"
"USW00023174","2010-12-24","  189"
"USW00023174","2010-12-25","  161"
"USW00023174","2010-12-26","  189"
"USW00023174","2010-12-27","  178"
"USW00023174","2010-12-28","  189"
"USW00023174","2010-12-29","  144"
"USW00023174","2010-12-30","  133"
"USW00023174","2010-12-31","  139"
"USW00023174","2011-01-01","  156"
"USW00023174","2011-01-02","  111"
"USW00023174","2011-01-03","  150"
"USW00023174","2011-01-04","  189"
"USW00023174","2011-01-05","  200"
"USW00023174","2011-01-06","  206"
"USW00023174","2011-01-07","  161"
"USW00023174","2011-01-08","  144"
"USW00023174","2011-01-09","  133"
"USW00023174","2011-01-10","  178"
"USW00023174","2011-01-11","  189"
"USW00023174","2011-01-12","  222"
"USW00023174","2011-01-13","  222"
"USW00023174","2011-01-14","  261"
"USW00023174","2011-01-15","  272"
"USW00023174","2011-01-16","  250"
"USW00023174","2011-01-17","  256"
"USW00023174","2011-01-18","  267"
"USW00023174","2011-01-19","  183"
"USW00023174","2011-01-20","  250"
"USW00023174","2011-01-21","  239"
"USW00023174","2011-01-22","  206"
"USW00023174","2011-01-23","  239"
"USW00023174","2011-01-24","  228"
"USW00023174","2011-01-25","  222"
"USW00023174","2011-01-26","  244"
"USW00023174","2011-01-27","  233"
"USW00023174","2011-01-28","  222"
"USW00023174","2011-01-29","  167"
"USW00023174","2011-01-30","  150"
"USW00023174","2011-01-31","  178"
"USW00023174","2011-02-01","  161"
"USW00023174","2011-02-02","  167"
"USW00023174","2011-02-03","  161"
"USW00023174","2011-02-04","  172"
"USW00023174","2011-02-05","  167"
"USW00023174","2011-02-06","  200"
"USW00023174","2011-02-07","  244"
"USW00023174","2011-02-08","  189"
"USW00023174","2011-02-09","  222"
"USW00023174","2011-02-10","  200"
"USW00023174","2011-02-11","  228"
"USW00023174","2011-02-12","  267"
"USW00023174","2011-02-13","  200"
"USW00023174","2011-02-14","  167"
"USW00023174","2011-02-15","  178"
"USW00023174","2011-02-16","  167"
"USW00023174","2011-02-17","  150"
"USW00023174","2011-02-18","  178"
"USW00023174","2011-02-19","  139"
"USW00023174","2011-02-20","  133"
"USW00023174","2011-02-21","  144"
"USW00023174","2011-02-22","  150"
"USW00023174","2011-02-23","  156"
"USW00023174","2011-02-24","  150"
"USW00023174","2011-02-25","  150"
"USW00023174","2011-02-26","  122"
"USW00023174","2011-02-27","  133"
"USW00023174","2011-02-28","  178"
"USW00023174","2011-03-01","  156"
"USW00023174","2011-03-02","  167"
"USW00023174","2011-03-03","  161"
"USW00023174","2011-03-04","  206"
"USW00023174","2011-03-05","  244"
"USW00023174","2011-03-06","  161"
"USW00023174","2011-03-07","  178"
"USW00023174","2011-03-08","  206"
"USW00023174","2011-03-09","  272"
"USW00023174","2011-03-10","  222"
"USW00023174","2011-03-11","  178"
"USW00023174","2011-03-12","  172"
"USW00023174","2011-03-13","  178"
"USW00023174","2011-03-14","  194"
"USW00023174","2011-03-15","  206"
"USW00023174","2011-03-16","  178"
"USW00023174","2011-03-17","  189"
"USW00023174","2011-03-18","  167"
"USW00023174","2011-03-19","  144"
"USW00023174","2011-03-20","  139"
"USW00023174","2011-03-21","  133"
"USW00023174","2011-03-22","  144"
"USW00023174","2011-03-23","  150"
"USW00023174","2011-03-24","  150"
"USW00023174","2011-03-25","  156"
"USW00023174","2011-03-26","  150"
"USW00023174","2011-03-27","  161"
"USW00023174","2011-03-28","  167"
"USW00023174","2011-03-29","  172"
"USW00023174","2011-03-30","  206"
"USW00023174","2011-03-31","  283"
"USW00023174","2011-04-01","  283"
"USW00023174","2011-04-02","  183"
"USW00023174","2011-04-03","  183"
"USW00023174","2011-04-04","  200"
"USW00023174","2011-04-05","  183"
"USW00023174","2011-04-06","  200"
"USW00023174","2011-04-07","  167"
"USW00023174","2011-04-08","  139"
"USW00023174","2011-04-09","  150"
"USW00023174","2011-04-10","  178"
"USW00023174","2011-04-11","  189"
"USW00023174","2011-04-12","  183"
"USW00023174","2011-04-13","  172"
"USW00023174","2011-04-14","  228"
"USW00023174","2011-04-15","  261"
"USW00023174","2011-04-16","  272"
"USW00023174","2011-04-17","  217"
"USW00023174","2011-04-18","  194"
"USW00023174","2011-04-19","  194"
"USW00023174","2011-04-20","  178"
"USW00023174","2011-04-21","  183"
"USW00023174","2011-04-22","  178"
"USW00023174","2011-04-23","  183"
"USW00023174","2011-04-24","  183"
"USW00023174","2011-04-25","  194"
"USW00023174","2011-04-26","  217"
"USW00023174","2011-04-27","  244"
"USW00023174","2011-04-28","  222"
"USW00023174","2011-04-29","  206"
"USW00023174","2011-04-30","  250"
"USW00023174","2011-05-01","  272"
"USW00023174","2011-05-02","  294"
"USW00023174","2011-05-03","  306"
"USW00023174","2011-05-04","  283"
"USW00023174","2011-05-05","  206"
"USW00023174","2011-05-06","  189"
"USW00023174","2011-05-07","  194"
"USW00023174","2011-05-08","  183"
"USW00023174","2011-05-09","  183"
"USW00023174","2011-05-10","  189"
"USW00023174","2011-05-11","  200"
"USW00023174","2011-05-12","  194"
"USW00023174","2011-05-13","  194"
"USW00023174","2011-05-14","  194"
"USW00023174","2011-05-15","  183"
"USW00023174","2011-05-16","  172"
"USW00023174","2011-05-17","  178"
"USW00023174","2011-05-18","  178"
"USW00023174","2011-05-19","  189"
"USW00023174","2011-05-20","  194"
"USW00023174","2011-05-21","  189"
"USW00023174","2011-05-22","  194"
"USW00023174","2011-05-23","  183"
"USW00023174","2011-05-24","  189"
"USW00023174","2011-05-25","  200"
"USW00023174","2011-05-26","  194"
"USW00023174","2011-05-27","  206"
"USW00023174","2011-05-28","  194"
"USW00023174","2011-05-29","  194"
"USW00023174","2011-05-30","  206"
"USW00023174","2011-05-31","  189"
"USW00023174","2011-06-01","  183"
"USW00023174","2011-06-02","  200"
"USW00023174","2011-06-03","  222"
"USW00023174","2011-06-04","  189"
"USW00023174","2011-06-05","  211"
"USW00023174","2011-06-06","  200"
"USW00023174","2011-06-07","  217"
"USW00023174","2011-06-08","  194"
"USW00023174","2011-06-09","  183"
"USW00023174","2011-06-10","  189"
"USW00023174","2011-06-11","  183"
"USW00023174","2011-06-12","  200"
"USW00023174","2011-06-13","  200"
"USW00023174","2011-06-14","  194"
"USW00023174","2011-06-15","  211"
"USW00023174","2011-06-16","  194"
"USW00023174","2011-06-17","  200"
"USW00023174","2011-06-18","  206"
"USW00023174","2011-06-19","  194"
"USW00023174","2011-06-20","  206"
"USW00023174","2011-06-21","  211"
"USW00023174","2011-06-22","  206"
"USW00023174","2011-06-23","  217"
"USW00023174","2011-06-24","  211"
"USW00023174","2011-06-25","  211"
"USW00023174","2011-06-26","  217"
"USW00023174","2011-06-27","  228"
"USW00023174","2011-06-28","  222"
"USW00023174","2011-06-29","  211"
"USW00023174","2011-06-30","  233"
"USW00023174","2011-07-01","  250"
"USW00023174","2011-07-02","  228"
"USW00023174","2011-07-03","  217"
"USW00023174","2011-07-04","  239"
"USW00023174","2011-07-05","  250"
"USW00023174","2011-07-06","  256"
"USW00023174","2011-07-07","  244"
"USW00023174","2011-07-08","  233"
"USW00023174","2011-07-09","  222"
"USW00023174","2011-07-10","  233"
"USW00023174","2011-07-11","  239"
"USW00023174","2011-07-12","  228"
"USW00023174","2011-07-13","  222"
"USW00023174","2011-07-14","  222"
"USW00023174","2011-07-15","  228"
"USW00023174","2011-07-16","  222"
"USW00023174","2011-07-17","  222"
"USW00023174","2011-07-18","  239"
"USW00023174","2011-07-19","  244"
"USW00023174","2011-07-20","  211"
"USW00023174","2011-07-21","  211"
"USW00023174","2011-07-22","  211"
"USW00023174","2011-07-23","  222"
"USW00023174","2011-07-24","  200"
"USW00023174","2011-07-25","  239"
"USW00023174","2011-07-26","  244"
"USW00023174","2011-07-27","  244"
"USW00023174","2011-07-28","  233"
"USW00023174","2011-07-29","  217"
"USW00023174","2011-07-30","  211"
"USW00023174","2011-07-31","  228"
"USW00023174","2011-08-01","  233"
"USW00023174","2011-08-02","  233"
"USW00023174","2011-08-03","  228"
"USW00023174","2011-08-04","  222"
"USW00023174","2011-08-05","  217"
"USW00023174","2011-08-06","  211"
"USW00023174","2011-08-07","  211"
"USW00023174","2011-08-08","  222"
"USW00023174","2011-08-09","  228"
"USW00023174","2011-08-10","  228"
"USW00023174","2011-08-11","  222"
"USW00023174","2011-08-12","  222"
"USW00023174","2011-08-13","  217"
"USW00023174","2011-08-14","  211"
"USW00023174","2011-08-15","  228"
"USW00023174","2011-08-16","  222"
"USW00023174","2011-08-17","  211"
"USW00023174","2011-08-18","  222"
"USW00023174","2011-08-19","  222"
"USW00023174","2011-08-20","  239"
"USW00023174","2011-08-21","  228"
"USW00023174","2011-08-22","  217"
"USW00023174","2011-08-23","  211"
"USW00023174","2011-08-24","  228"
"USW00023174","2011-08-25","  256"
"USW00023174","2011-08-26","  278"
"USW00023174","2011-08-27","  261"
"USW00023174","2011-08-28","  244"
"USW00023174","2011-08-29","  233"
"USW00023174","2011-08-30","  217"
"USW00023174","2011-08-31","  222"
"USW00023174","2011-09-01","  211"
"USW00023174","2011-09-02","  194"
"USW00023174","2011-09-03","  194"
"USW00023174","2011-09-04","  206"
"USW00023174","2011-09-05","  267"
"USW00023174","2011-09-06","  289"
"USW00023174","2011-09-07","  283"
"USW00023174","2011-09-08","  283"
"USW00023174","2011-09-09","  222"
"USW00023174","2011-09-10","  239"
"USW00023174","2011-09-11","  228"
"USW00023174","2011-09-12","  228"
"USW00023174","2011-09-13","  222"
"USW00023174","2011-09-14","  211"
"USW00023174","2011-09-15","  228"
"USW00023174","2011-09-16","  194"
"USW00023174","2011-09-17","  217"
"USW00023174","2011-09-18","  211"
"USW00023174","2011-09-19","  194"
"USW00023174","2011-09-20","  206"
"USW00023174","2011-09-21","  206"
"USW00023174","2011-09-22","  222"
"USW00023174","2011-09-23","  233"
"USW00023174","2011-09-24","  200"
"USW00023174","2011-09-25","  211"
"USW00023174","2011-09-26","  217"
"USW00023174","2011-09-27","  233"
"USW00023174","2011-09-28","  211"
"USW00023174","2011-09-29","  217"
"USW00023174","2011-09-30","  200"
"USW00023174","2011-10-01","  250"
"USW00023174","2011-10-02","  244"
"USW00023174","2011-10-03","  217"
"USW00023174","2011-10-04","  206"
"USW00023174","2011-10-05","  178"
"USW00023174","2011-10-06","  183"
"USW00023174","2011-10-07","  206"
"USW00023174","2011-10-08","  217"
"USW00023174","2011-10-09","  233"
"USW00023174","2011-10-10","  222"
"USW00023174","2011-10-11","  239"
"USW00023174","2011-10-12","  300"
"USW00023174","2011-10-13","  333"
"USW00023174","2011-10-14","  272"
"USW00023174","2011-10-15","  200"
"USW00023174","2011-10-16","  211"
"USW00023174","2011-10-17","  222"
"USW00023174","2011-10-18","  172"
"USW00023174","2011-10-19","  183"
"USW00023174","2011-10-20","  189"
"USW00023174","2011-10-21","  189"
"USW00023174","2011-10-22","  178"
"USW00023174","2011-10-23","  189"
"USW00023174","2011-10-24","  178"
"USW00023174","2011-10-25","  178"
"USW00023174","2011-10-26","  189"
"USW00023174","2011-10-27","  222"
"USW00023174","2011-10-28","  250"
"USW00023174","2011-10-29","  239"
"USW00023174","2011-10-30","  239"
"USW00023174","2011-10-31","  167"
"USW00023174","2011-11-01","  194"
"USW00023174","2011-11-02","  289"
"USW00023174","2011-11-03","  189"
"USW00023174","2011-11-04","  161"
"USW00023174","2011-11-05","  161"
"USW00023174","2011-11-06","  156"
"USW00023174","2011-11-07","  167"
"USW00023174","2011-11-08","  200"
"USW00023174","2011-11-09","  256"
"USW00023174","2011-11-10","  244"
"USW00023174","2011-11-11","  217"
"USW00023174","2011-11-12","  178"
"USW00023174","2011-11-13","  206"
"USW00023174","2011-11-14","  183"
"USW00023174","2011-11-15","  178"
"USW00023174","2011-11-16","  167"
"USW00023174","2011-11-17","  194"
"USW00023174","2011-11-18","  161"
"USW00023174","2011-11-19","  156"
"USW00023174","2011-11-20","  122"
"USW00023174","2011-11-21","  144"
"USW00023174","2011-11-22","  183"
"USW00023174","2011-11-23","  183"
"USW00023174","2011-11-24","  172"
"USW00023174","2011-11-25","  183"
"USW00023174","2011-11-26","  228"
"USW00023174","2011-11-27","  272"
"USW00023174","2011-11-28","  250"
"USW00023174","2011-11-29","  239"
"USW00023174","2011-11-30","  206"
"USW00023174","2011-12-01","  194"
"USW00023174","2011-12-02","  178"
"USW00023174","2011-12-03","  172"
"USW00023174","2011-12-04","  172"
"USW00023174","2011-12-05","  178"
"USW00023174","2011-12-06","  156"
"USW00023174","2011-12-07","  178"
"USW00023174","2011-12-08","  189"
"USW00023174","2011-12-09","  189"
"USW00023174","2011-12-10","  183"
"USW00023174","2011-12-11","  150"
"USW00023174","2011-12-12","  128"
"USW00023174","2011-12-13","  167"
"USW00023174","2011-12-14","  156"
"USW00023174","2011-12-15","  144"
"USW00023174","2011-12-16","  189"
"USW00023174","2011-12-17","  183"
"USW00023174","2011-12-18","  172"
"USW00023174","2011-12-19","  150"
"USW00023174","2011-12-20","  178"
"USW00023174","2011-12-21","  172"
"USW00023174","2011-12-22","  200"
"USW00023174","2011-12-23","  194"
"USW00023174","2011-12-24","  217"
"USW00023174","2011-12-25","  222"
"USW00023174","2011-12-26","  200"
"USW00023174","2011-12-27","  194"
"USW00023174","2011-12-28","  228"
"USW00023174","2011-12-29","  206"
"USW00023174","2011-12-30","  139"
"USW00023174","2011-12-31","  167"
"USW00023174","2012-01-01","  272"
"USW00023174","2012-01-02","  239"
"USW00023174","2012-01-03","  244"
"USW00023174","2012-01-04","  294"
"USW00023174","2012-01-05","  283"
"USW00023174","2012-01-06","  228"
"USW00023174","2012-01-07","  156"
"USW00023174","2012-01-08","  200"
"USW00023174","2012-01-09","  239"
"USW00023174","2012-01-10","  194"
"USW00023174","2012-01-11","  189"
"USW00023174","2012-01-12","  244"
"USW00023174","2012-01-13","  261"
"USW00023174","2012-01-14","  217"
"USW00023174","2012-01-15","  172"
"USW00023174","2012-01-16","  139"
"USW00023174","2012-01-17","  150"
"USW00023174","2012-01-18","  156"
"USW00023174","2012-01-19","  167"
"USW00023174","2012-01-20","  161"
"USW00023174","2012-01-21","  161"
"USW00023174","2012-01-22","  167"
"USW00023174","2012-01-23","  133"
"USW00023174","2012-01-24","  200"
"USW00023174","2012-01-25","  261"
"USW00023174","2012-01-26","  211"
"USW00023174","2012-01-27","  250"
"USW00023174","2012-01-28","  233"
"USW00023174","2012-01-29","  267"
"USW00023174","2012-01-30","  206"
"USW00023174","2012-01-31","  172"
"USW00023174","2012-02-01","  172"
"USW00023174","2012-02-02","  172"
"USW00023174","2012-02-03","  228"
"USW00023174","2012-02-04","  228"
"USW00023174","2012-02-05","  233"
"USW00023174","2012-02-06","  206"
"USW00023174","2012-02-07","  172"
"USW00023174","2012-02-08","  228"
"USW00023174","2012-02-09","  256"
"USW00023174","2012-02-10","  194"
"USW00023174","2012-02-11","  161"
"USW00023174","2012-02-12","  161"
"USW00023174","2012-02-13","  156"
"USW00023174","2012-02-14","  156"
"USW00023174","2012-02-15","  144"
