"STATION","DATE","TMAX"
"USW00023174","2013-08-25","  211"
"USW00023174","2013-08-26","  256"
"USW00023174","2013-08-27","  244"
"USW00023174","2013-08-28","  261"
"USW00023174","2013-08-29","  283"
"USW00023174","2013-08-30","  333"
"USW00023174","2013-08-31","  289"
"USW00023174","2013-09-01","  267"
"USW00023174","2013-09-02","  250"
"USW00023174","2013-09-03","  278"
"USW00023174","2013-09-04","  278"
"USW00023174","2013-09-05","  283"
"USW00023174","2013-09-06","  289"
"USW00023174","2013-09-07","  278"
"USW00023174","2013-09-08","  222"
"USW00023174","2013-09-09","  206"
"USW00023174","2013-09-10","  222"
"USW00023174","2013-09-11","  228"
"USW00023174","2013-09-12","  233"
"USW00023174","2013-09-13","  233"
"USW00023174","2013-09-14","  233"
"USW00023174","2013-09-15","  250"
"USW00023174","2013-09-16","  250"
"USW00023174","2013-09-17","  233"
"USW00023174","2013-09-18","  233"
"USW00023174","2013-09-19","  228"
"USW00023174","2013-09-20","  211"
"USW00023174","2013-09-21","  222"
"USW00023174","2013-09-22","  228"
"USW00023174","2013-09-23","  272"
"USW00023174","2013-09-24","  261"
"USW00023174","2013-09-25","  244"
"USW00023174","2013-09-26","  233"
"USW00023174","2013-09-27","  272"
"USW00023174","2013-09-28","  306"
"USW00023174","2013-09-29","  272"
"USW00023174","2013-09-30","  239"
"USW00023174","2013-10-01","  244"
"USW00023174","2013-10-02","  228"
"USW00023174","2013-10-03","  211"
"USW00023174","2013-10-04","  278"
"USW00023174","2013-10-05","  328"
"USW00023174","2013-10-06","  328"
"USW00023174","2013-10-07","  261"
"USW00023174","2013-10-08","  217"
"USW00023174","2013-10-09","  194"
"USW00023174","2013-10-10","  206"
"USW00023174","2013-10-11","  206"
"USW00023174","2013-10-12","  217"
"USW00023174","2013-10-13","  206"
"USW00023174","2013-10-14","  222"
"USW00023174","2013-10-15","  300"
"USW00023174","2013-10-16","  300"
"USW00023174","2013-10-17","  272"
"USW00023174","2013-10-18","  250"
"USW00023174","2013-10-19","  228"
"USW00023174","2013-10-20","  200"
"USW00023174","2013-10-21","  200"
"USW00023174","2013-10-22","  194"
"USW00023174","2013-10-23","  189"
"USW00023174","2013-10-24","  206"
"USW00023174","2013-10-25","  194"
"USW00023174","2013-10-26","  194"
"USW00023174","2013-10-27","  194"
"USW00023174","2013-10-28","  189"
"USW00023174","2013-10-29","  183"
"USW00023174","2013-10-30","  194"
"USW00023174","2013-10-31","  250"
"USW00023174","2013-11-01","  267"
"USW00023174","2013-11-02","  267"
"USW00023174","2013-11-03","  206"
"USW00023174","2013-11-04","  194"
"USW00023174","2013-11-05","  228"
"USW00023174","2013-11-06","  267"
"USW00023174","2013-11-07","  294"
"USW00023174","2013-11-08","  244"
"USW00023174","2013-11-09","  217"
"USW00023174","2013-11-10","  272"
"USW00023174","2013-11-11","  222"
"USW00023174","2013-11-12","  233"
"USW00023174","2013-11-13","  317"
"USW00023174","2013-11-14","  322"
"USW00023174","2013-11-15","  206"
"USW00023174","2013-11-16","  194"
"USW00023174","2013-11-17","  194"
"USW00023174","2013-11-18","  183"
"USW00023174","2013-11-19","  178"
"USW00023174","2013-11-20","  183"
"USW00023174","2013-11-21","  172"
"USW00023174","2013-11-22","  189"
"USW00023174","2013-11-23","  200"
"USW00023174","2013-11-24","  194"
"USW00023174","2013-11-25","  206"
"USW00023174","2013-11-26","  250"
"USW00023174","2013-11-27","  239"
"USW00023174","2013-11-28","  206"
"USW00023174","2013-11-29","  183"
"USW00023174","2013-11-30","  206"
"USW00023174","2013-12-01","  256"
"USW00023174","2013-12-02","  228"
"USW00023174","2013-12-03","  183"
"USW00023174","2013-12-04","  161"
"USW00023174","2013-12-05","  156"
"USW00023174","2013-12-06","  156"
"USW00023174","2013-12-07","  144"
"USW00023174","2013-12-08","  139"
"USW00023174","2013-12-09","  161"
"USW00023174","2013-12-10","  194"
"USW00023174","2013-12-11","  228"
"USW00023174","2013-12-12","  183"
"USW00023174","2013-12-13","  172"
"USW00023174","2013-12-14","  211"
"USW00023174","2013-12-15","  267"
"USW00023174","2013-12-16","  294"
"USW00023174","2013-12-17","  250"
"USW00023174","2013-12-18","  206"
"USW00023174","2013-12-19","  150"
"USW00023174","2013-12-20","  178"
"USW00023174","2013-12-21","  172"
"USW00023174","2013-12-22","  189"
"USW00023174","2013-12-23","  228"
"USW00023174","2013-12-24","  256"
"USW00023174","2013-12-25","  272"
"USW00023174","2013-12-26","  267"
"USW00023174","2013-12-27","  283"
"USW00023174","2013-12-28","  217"
"USW00023174","2013-12-29","  228"
"USW00023174","2013-12-30","  228"
"USW00023174","2013-12-31","  189"
"USW00023174","2014-01-01","  178"
"USW00023174","2014-01-02","  256"
"USW00023174","2014-01-03","  178"
"USW00023174","2014-01-04","  183"
"USW00023174","2014-01-05","  244"
"USW00023174","2014-01-06","  256"
"USW00023174","2014-01-07","  206"
"USW00023174","2014-01-08","  189"
"USW00023174","2014-01-09","  156"
"USW00023174","2014-01-10","  183"
"USW00023174","2014-01-11","  194"
"USW00023174","2014-01-12","  206"
"USW00023174","2014-01-13","  283"
"USW00023174","2014-01-14","  261"
"USW00023174","2014-01-15","  283"
"USW00023174","2014-01-16","  289"
"USW00023174","2014-01-17","  306"
"USW00023174","2014-01-18","  283"
"USW00023174","2014-01-19","  244"
"USW00023174","2014-01-20","  256"
"USW00023174","2014-01-21","  244"
"USW00023174","2014-01-22","  228"
"USW00023174","2014-01-23","  200"
"USW00023174","2014-01-24","  228"
"USW00023174","2014-01-25","  239"
"USW00023174","2014-01-26","  189"
"USW00023174","2014-01-27","  183"
"USW00023174","2014-01-28","  178"
"USW00023174","2014-01-29","  167"
"USW00023174","2014-01-30","  167"
"USW00023174","2014-01-31","  172"
"USW00023174","2014-02-01","  200"
"USW00023174","2014-02-02","  167"
"USW00023174","2014-02-03","  156"
"USW00023174","2014-02-04","  167"
"USW00023174","2014-02-05","  172"
"USW00023174","2014-02-06","  156"
"USW00023174","2014-02-07","  161"
"USW00023174","2014-02-08","  167"
"USW00023174","2014-02-09","  189"
"USW00023174","2014-02-10","  189"
"USW00023174","2014-02-11","  200"
"USW00023174","2014-02-12","  233"
"USW00023174","2014-02-13","  222"
"USW00023174","2014-02-14","  222"
"USW00023174","2014-02-15","  228"
"USW00023174","2014-02-16","  217"
"USW00023174","2014-02-17","  172"
"USW00023174","2014-02-18","  172"
"USW00023174","2014-02-19","  189"
"USW00023174","2014-02-20","  256"
"USW00023174","2014-02-21","  233"
"USW00023174","2014-02-22","  211"
"USW00023174","2014-02-23","  194"
"USW00023174","2014-02-24","  183"
"USW00023174","2014-02-25","  194"
"USW00023174","2014-02-26","  189"
"USW00023174","2014-02-27","  194"
"USW00023174","2014-02-28","  178"
"USW00023174","2014-03-01","  183"
"USW00023174","2014-03-02","  172"
"USW00023174","2014-03-03","  178"
"USW00023174","2014-03-04","  183"
"USW00023174","2014-03-05","  183"
"USW00023174","2014-03-06","  200"
"USW00023174","2014-03-07","  200"
"USW00023174","2014-03-08","  244"
"USW00023174","2014-03-09","  294"
"USW00023174","2014-03-10","  239"
"USW00023174","2014-03-11","  244"
"USW00023174","2014-03-12","  272"
"USW00023174","2014-03-13","  194"
"USW00023174","2014-03-14","  189"
"USW00023174","2014-03-15","  222"
"USW00023174","2014-03-16","  283"
"USW00023174","2014-03-17","  217"
"USW00023174","2014-03-18","  211"
"USW00023174","2014-03-19","  211"
"USW00023174","2014-03-20","  200"
"USW00023174","2014-03-21","  189"
"USW00023174","2014-03-22","  183"
"USW00023174","2014-03-23","  183"
"USW00023174","2014-03-24","  183"
"USW00023174","2014-03-25","  183"
"USW00023174","2014-03-26","  189"
"USW00023174","2014-03-27","  183"
"USW00023174","2014-03-28","  194"
"USW00023174","2014-03-29","  211"
"USW00023174","2014-03-30","  194"
"USW00023174","2014-03-31","  178"
"USW00023174","2014-04-01","  167"
"USW00023174","2014-04-02","  167"
"USW00023174","2014-04-03","  178"
"USW00023174","2014-04-04","  167"
"USW00023174","2014-04-05","  183"
"USW00023174","2014-04-06","  217"
"USW00023174","2014-04-07","  272"
"USW00023174","2014-04-08","  267"
"USW00023174","2014-04-09","  244"
"USW00023174","2014-04-10","  183"
"USW00023174","2014-04-11","  211"
"USW00023174","2014-04-12","  183"
"USW00023174","2014-04-13","  178"
"USW00023174","2014-04-14","  200"
"USW00023174","2014-04-15","  167"
"USW00023174","2014-04-16","  194"
"USW00023174","2014-04-17","  206"
"USW00023174","2014-04-18","  222"
"USW00023174","2014-04-19","  194"
"USW00023174","2014-04-20","  206"
"USW00023174","2014-04-21","  200"
"USW00023174","2014-04-22","  194"
"USW00023174","2014-04-23","  206"
"USW00023174","2014-04-24","  228"
"USW00023174","2014-04-25","  211"
"USW00023174","2014-04-26","  189"
"USW00023174","2014-04-27","  194"
"USW00023174","2014-04-28","  239"
"USW00023174","2014-04-29","  311"
"USW00023174","2014-04-30","  317"
"USW00023174","2014-05-01","  317"
"USW00023174","2014-05-02","  322"
"USW00023174","2014-05-03","  278"
"USW00023174","2014-05-04","  233"
"USW00023174","2014-05-05","  211"
"USW00023174","2014-05-06","  189"
"USW00023174","2014-05-07","  189"
"USW00023174","2014-05-08","  200"
"USW00023174","2014-05-09","  200"
"USW00023174","2014-05-10","  211"
"USW00023174","2014-05-11","  306"
"USW00023174","2014-05-12","  306"
"USW00023174","2014-05-13","  339"
"USW00023174","2014-05-14","  356"
"USW00023174","2014-05-15","  361"
"USW00023174","2014-05-16","  328"
"USW00023174","2014-05-17","  250"
"USW00023174","2014-05-18","  217"
"USW00023174","2014-05-19","  222"
"USW00023174","2014-05-20","  206"
"USW00023174","2014-05-21","  211"
"USW00023174","2014-05-22","  206"
"USW00023174","2014-05-23","  206"
"USW00023174","2014-05-24","  206"
"USW00023174","2014-05-25","  222"
"USW00023174","2014-05-26","  228"
"USW00023174","2014-05-27","  233"
"USW00023174","2014-05-28","  228"
"USW00023174","2014-05-29","  233"
"USW00023174","2014-05-30","  233"
"USW00023174","2014-05-31","  233"
"USW00023174","2014-06-01","  222"
"USW00023174","2014-06-02","  206"
"USW00023174","2014-06-03","  228"
"USW00023174","2014-06-04","  222"
"USW00023174","2014-06-05","  217"
"USW00023174","2014-06-06","  211"
"USW00023174","2014-06-07","  211"
"USW00023174","2014-06-08","  222"
"USW00023174","2014-06-09","  206"
"USW00023174","2014-06-10","  217"
"USW00023174","2014-06-11","  222"
"USW00023174","2014-06-12","  217"
"USW00023174","2014-06-13","  211"
"USW00023174","2014-06-14","  217"
"USW00023174","2014-06-15","  222"
"USW00023174","2014-06-16","  217"
"USW00023174","2014-06-17","  228"
"USW00023174","2014-06-18","  222"
"USW00023174","2014-06-19","  222"
"USW00023174","2014-06-20","  233"
"USW00023174","2014-06-21","  239"
"USW00023174","2014-06-22","  228"
"USW00023174","2014-06-23","  233"
"USW00023174","2014-06-24","  233"
"USW00023174","2014-06-25","  228"
"USW00023174","2014-06-26","  233"
"USW00023174","2014-06-27","  244"
"USW00023174","2014-06-28","  244"
"USW00023174","2014-06-29","  244"
"USW00023174","2014-06-30","  239"
"USW00023174","2014-07-01","  239"
"USW00023174","2014-07-02","  239"
"USW00023174","2014-07-03","  244"
"USW00023174","2014-07-04","  256"
"USW00023174","2014-07-05","  267"
"USW00023174","2014-07-06","  267"
"USW00023174","2014-07-07","  250"
"USW00023174","2014-07-08","  244"
"USW00023174","2014-07-09","  244"
"USW00023174","2014-07-10","  244"
"USW00023174","2014-07-11","  233"
"USW00023174","2014-07-12","  239"
"USW00023174","2014-07-13","  250"
"USW00023174","2014-07-14","  239"
"USW00023174","2014-07-15","  239"
"USW00023174","2014-07-16","  244"
"USW00023174","2014-07-17","  244"
"USW00023174","2014-07-18","  239"
"USW00023174","2014-07-19","  222"
"USW00023174","2014-07-20","  244"
"USW00023174","2014-07-21","  244"
"USW00023174","2014-07-22","  250"
"USW00023174","2014-07-23","  267"
"USW00023174","2014-07-24","  272"
"USW00023174","2014-07-25","  289"
"USW00023174","2014-07-26","  244"
"USW00023174","2014-07-27","  244"
"USW00023174","2014-07-28","  267"
"USW00023174","2014-07-29","  256"
"USW00023174","2014-07-30","  278"
"USW00023174","2014-07-31","  250"
"USW00023174","2014-08-01","  250"
"USW00023174","2014-08-02","  256"
"USW00023174","2014-08-03","  256"
"USW00023174","2014-08-04","  261"
"USW00023174","2014-08-05","  233"
"USW00023174","2014-08-06","  222"
"USW00023174","2014-08-07","  239"
"USW00023174","2014-08-08","  239"
"USW00023174","2014-08-09","  239"
"USW00023174","2014-08-10","  244"
"USW00023174","2014-08-11","  239"
"USW00023174","2014-08-12","  244"
"USW00023174","2014-08-13","  233"
"USW00023174","2014-08-14","  244"
"USW00023174","2014-08-15","  244"
"USW00023174","2014-08-16","  250"
"USW00023174","2014-08-17","  250"
"USW00023174","2014-08-18","  250"
"USW00023174","2014-08-19","  256"
"USW00023174","2014-08-20","  250"
"USW00023174","2014-08-21","  239"
"USW00023174","2014-08-22","  244"
"USW00023174","2014-08-23","  244"
"USW00023174","2014-08-24","  244"
"USW00023174","2014-08-25","  228"
"USW00023174","2014-08-26","  250"
"USW00023174","2014-08-27","  283"
"USW00023174","2014-08-28","  289"
"USW00023174","2014-08-29","  256"
"USW00023174","2014-08-30","  250"
"USW00023174","2014-08-31","  261"
"USW00023174","2014-09-01","  261"
"USW00023174","2014-09-02","  261"
"USW00023174","2014-09-03","  250"
"USW00023174","2014-09-04","  244"
"USW00023174","2014-09-05","  239"
"USW00023174","2014-09-06","  256"
"USW00023174","2014-09-07","  278"
"USW00023174","2014-09-08","  294"
"USW00023174","2014-09-09","  283"
"USW00023174","2014-09-10","  256"
"USW00023174","2014-09-11","  267"
"USW00023174","2014-09-12","  272"
"USW00023174","2014-09-13","  278"
"USW00023174","2014-09-14","  294"
"USW00023174","2014-09-15","  300"
"USW00023174","2014-09-16","  322"
"USW00023174","2014-09-17","  306"
"USW00023174","2014-09-18","  244"
"USW00023174","2014-09-19","  250"
"USW00023174","2014-09-20","  244"
"USW00023174","2014-09-21","  250"
"USW00023174","2014-09-22","  228"
"USW00023174","2014-09-23","  233"
"USW00023174","2014-09-24","  256"
"USW00023174","2014-09-25","  256"
"USW00023174","2014-09-26","  239"
"USW00023174","2014-09-27","  222"
"USW00023174","2014-09-28","  244"
"USW00023174","2014-09-29","  228"
"USW00023174","2014-09-30","  256"
"USW00023174","2014-10-01","  239"
"USW00023174","2014-10-02","  344"
"USW00023174","2014-10-03","  350"
"USW00023174","2014-10-04","  311"
"USW00023174","2014-10-05","  294"
"USW00023174","2014-10-06","  300"
"USW00023174","2014-10-07","  306"
"USW00023174","2014-10-08","  239"
"USW00023174","2014-10-09","  244"
"USW00023174","2014-10-10","  228"
"USW00023174","2014-10-11","  233"
"USW00023174","2014-10-12","  239"
"USW00023174","2014-10-13","  233"
"USW00023174","2014-10-14","  222"
"USW00023174","2014-10-15","  233"
"USW00023174","2014-10-16","  228"
"USW00023174","2014-10-17","  228"
"USW00023174","2014-10-18","  228"
"USW00023174","2014-10-19","  228"
"USW00023174","2014-10-20","  228"
"USW00023174","2014-10-21","  233"
"USW00023174","2014-10-22","  261"
"USW00023174","2014-10-23","  250"
"USW00023174","2014-10-24","  267"
"USW00023174","2014-10-25","  233"
"USW00023174","2014-10-26","  244"
"USW00023174","2014-10-27","  222"
"USW00023174","2014-10-28","  228"
"USW00023174","2014-10-29","  244"
"USW00023174","2014-10-30","  239"
"USW00023174","2014-10-31","  206"
"USW00023174","2014-11-01","  183"
"USW00023174","2014-11-02","  194"
"USW00023174","2014-11-03","  233"
"USW00023174","2014-11-04","  233"
"USW00023174","2014-11-05","  272"
"USW00023174","2014-11-06","  311"
"USW00023174","2014-11-07","  300"
"USW00023174","2014-11-08","  283"
"USW00023174","2014-11-09","  200"
"USW00023174","2014-11-10","  194"
"USW00023174","2014-11-11","  189"
"USW00023174","2014-11-12","  194"
"USW00023174","2014-11-13","  189"
"USW00023174","2014-11-14","  206"
"USW00023174","2014-11-15","  206"
"USW00023174","2014-11-16","  222"
"USW00023174","2014-11-17","  250"
"USW00023174","2014-11-18","  244"
"USW00023174","2014-11-19","  211"
"USW00023174","2014-11-20","  200"
"USW00023174","2014-11-21","  206"
"USW00023174","2014-11-22","  211"
"USW00023174","2014-11-23","  261"
"USW00023174","2014-11-24","  261"
"USW00023174","2014-11-25","  256"
"USW00023174","2014-11-26","  261"
"USW00023174","2014-11-27","  300"
"USW00023174","2014-11-28","  250"
"USW00023174","2014-11-29","  222"
"USW00023174","2014-11-30","  189"
"USW00023174","2014-12-01","  200"
"USW00023174","2014-12-02","  183"
"USW00023174","2014-12-03","  178"
"USW00023174","2014-12-04","  194"
"USW00023174","2014-12-05","  194"
"USW00023174","2014-12-06","  189"
"USW00023174","2014-12-07","  222"
"USW00023174","2014-12-08","  239"
"USW00023174","2014-12-09","  222"
"USW00023174","2014-12-10","  206"
"USW00023174","2014-12-11","  183"
"USW00023174","2014-12-12","  167"
"USW00023174","2014-12-13","  167"
"USW00023174","2014-12-14","  172"
"USW00023174","2014-12-15","  178"
"USW00023174","2014-12-16","  156"
"USW00023174","2014-12-17","  161"
"USW00023174","2014-12-18","  161"
"USW00023174","2014-12-19","  172"
"USW00023174","2014-12-20","  167"
"USW00023174","2014-12-21","  183"
"USW00023174","2014-12-22","  200"
"USW00023174","2014-12-23","  261"
"USW00023174","2014-12-24","  228"
"USW00023174","2014-12-25","  178"
"USW00023174","2014-12-26","  167"
"USW00023174","2014-12-27","  150"
"USW00023174","2014-12-28","  150"
"USW00023174","2014-12-29","  156"
"USW00023174","2014-12-30","  144"
"USW00023174","2014-12-31","  139"
"USW00023174","2015-01-01","  139"
"USW00023174","2015-01-02","  133"
"USW00023174","2015-01-03","  150"
"USW00023174","2015-01-04","  161"
"USW00023174","2015-01-05","  261"
"USW00023174","2015-01-06","  283"
"USW00023174","2015-01-07","  261"
"USW00023174","2015-01-08","  217"
"USW00023174","2015-01-09","  217"
"USW00023174","2015-01-10","  161"
"USW00023174","2015-01-11","  156"
"USW00023174","2015-01-12","  167"
"USW00023174","2015-01-13","  172"
"USW00023174","2015-01-14","  206"
"USW00023174","2015-01-15","  228"
"USW00023174","2015-01-16","  228"
"USW00023174","2015-01-17","  233"
"USW00023174","2015-01-18","  200"
"USW00023174","2015-01-19","  189"
"USW00023174","2015-01-20","  150"
"USW00023174","2015-01-21","  172"
"USW00023174","2015-01-22","  228"
"USW00023174","2015-01-23","  222"
"USW00023174","2015-01-24","  244"
"USW00023174","2015-01-25","  267"
"USW00023174","2015-01-26","  244"
"USW00023174","2015-01-27","  206"
"USW00023174","2015-01-28","  222"
"USW00023174","2015-01-29","  228"
"USW00023174","2015-01-30","  200"
"USW00023174","2015-01-31","  189"
"USW00023174","2015-02-01","  211"
"USW00023174","2015-02-02","  200"
"USW00023174","2015-02-03","  167"
"USW00023174","2015-02-04","  167"
"USW00023174","2015-02-05","  222"
"USW00023174","2015-02-06","  183"
"USW00023174","2015-02-07","  178"
"USW00023174","2015-02-08","  217"
"USW00023174","2015-02-09","  194"
"USW00023174","2015-02-10","  222"
"USW00023174","2015-02-11","  283"
"USW00023174","2015-02-12","  289"
"USW00023174","2015-02-13","  289"
"USW00023174","2015-02-14","  278"
"USW00023174","2015-02-15","  233"
"USW00023174","2015-02-16","  172"
"USW00023174","2015-02-17","  183"
"USW00023174","2015-02-18","  194"
"USW00023174","2015-02-19","  183"
"USW00023174","2015-02-20","  183"
"USW00023174","2015-02-21","  183"
"USW00023174","2015-02-22","  167"
"USW00023174","2015-02-23","  167"
"USW00023174","2015-02-24","  222"
"USW00023174","2015-02-25","  206"
"USW00023174","2015-02-26","  178"
"USW00023174","2015-02-27","  178"
"USW00023174","2015-02-28","  161"
"USW00023174","2015-03-01","  172"
"USW00023174","2015-03-02","  156"
"USW00023174","2015-03-03","  172"
"USW00023174","2015-03-04","  200"
"USW00023174","2015-03-05","  228"
"USW00023174","2015-03-06","  261"
"USW00023174","2015-03-07","  283"
"USW00023174","2015-03-08","  217"
"USW00023174","2015-03-09","  178"
"USW00023174","2015-03-10","  200"
"USW00023174","2015-03-11","  217"
"USW00023174","2015-03-12","  272"
"USW00023174","2015-03-13","  294"
"USW00023174","2015-03-14","  322"
"USW00023174","2015-03-15","  311"
"USW00023174","2015-03-16","  306"
"USW00023174","2015-03-17","  256"
"USW00023174","2015-03-18","  222"
"USW00023174","2015-03-19","  200"
"USW00023174","2015-03-20","  211"
"USW00023174","2015-03-21","  200"
"USW00023174","2015-03-22","  189"
"USW00023174","2015-03-23","  200"
"USW00023174","2015-03-24","  217"
"USW00023174","2015-03-25","  244"
"USW00023174","2015-03-26","  294"
"USW00023174","2015-03-27","  283"
"USW00023174","2015-03-28","  217"
"USW00023174","2015-03-29","  200"
"USW00023174","2015-03-30","  194"
"USW00023174","2015-03-31","  189"
"USW00023174","2015-04-01","  200"
"USW00023174","2015-04-02","  211"
"USW00023174","2015-04-03","  283"
"USW00023174","2015-04-04","  256"
"USW00023174","2015-04-05","  200"
"USW00023174","2015-04-06","  172"
"USW00023174","2015-04-07","  183"
"USW00023174","2015-04-08","  183"
"USW00023174","2015-04-09","  206"
"USW00023174","2015-04-10","  183"
"USW00023174","2015-04-11","  200"
"USW00023174","2015-04-12","  211"
"USW00023174","2015-04-13","  189"
"USW00023174","2015-04-14","  189"
"USW00023174","2015-04-15","  239"
"USW00023174","2015-04-16","  250"
"USW00023174","2015-04-17","  233"
"USW00023174","2015-04-18","  222"
"USW00023174","2015-04-19","  183"
"USW00023174","2015-04-20","  178"
"USW00023174","2015-04-21","  183"
"USW00023174","2015-04-22","  183"
"USW00023174","2015-04-23","  189"
"USW00023174","2015-04-24","  178"
"USW00023174","2015-04-25","  172"
"USW00023174","2015-04-26","  211"
"USW00023174","2015-04-27","  244"
"USW00023174","2015-04-28","  267"
"USW00023174","2015-04-29","  244"
"USW00023174","2015-04-30","  228"
"USW00023174","2015-05-01","  222"
"USW00023174","2015-05-02","  200"
"USW00023174","2015-05-03","  194"
"USW00023174","2015-05-04","  178"
"USW00023174","2015-05-05","  183"
"USW00023174","2015-05-06","  178"
"USW00023174","2015-05-07","  172"
"USW00023174","2015-05-08","  167"
"USW00023174","2015-05-09","  178"
"USW00023174","2015-05-10","  189"
"USW00023174","2015-05-11","  194"
"USW00023174","2015-05-12","  211"
"USW00023174","2015-05-13","  194"
"USW00023174","2015-05-14","  178"
"USW00023174","2015-05-15","  178"
"USW00023174","2015-05-16","  194"
"USW00023174","2015-05-17","  200"
"USW00023174","2015-05-18","  189"
"USW00023174","2015-05-19","  189"
"USW00023174","2015-05-20","  200"
"USW00023174","2015-05-21","  194"
"USW00023174","2015-05-22","  183"
"USW00023174","2015-05-23","  189"
"USW00023174","2015-05-24","  189"
"USW00023174","2015-05-25","  189"
"USW00023174","2015-05-26","  189"
"USW00023174","2015-05-27","  194"
"USW00023174","2015-05-28","  194"
"USW00023174","2015-05-29","  206"
"USW00023174","2015-05-30","  189"
"USW00023174","2015-05-31","  189"
"USW00023174","2015-06-01","  194"
"USW00023174","2015-06-02","  206"
"USW00023174","2015-06-03","  206"
"USW00023174","2015-06-04","  189"
"USW00023174","2015-06-05","  200"
"USW00023174","2015-06-06","  200"
"USW00023174","2015-06-07","  200"
"USW00023174","2015-06-08","  206"
"USW00023174","2015-06-09","  272"
"USW00023174","2015-06-10","  211"
"USW00023174","2015-06-11","  211"
"USW00023174","2015-06-12","  206"
"USW00023174","2015-06-13","  200"
"USW00023174","2015-06-14","  222"
"USW00023174","2015-06-15","  206"
"USW00023174","2015-06-16","  206"
"USW00023174","2015-06-17","  211"
"USW00023174","2015-06-18","  206"
"USW00023174","2015-06-19","  217"
"USW00023174","2015-06-20","  250"
"USW00023174","2015-06-21","  228"
"USW00023174","2015-06-22","  233"
"USW00023174","2015-06-23","  244"
"USW00023174","2015-06-24","  244"
"USW00023174","2015-06-25","  222"
"USW00023174","2015-06-26","  211"
"USW00023174","2015-06-27","  206"
"USW00023174","2015-06-28","  239"
"USW00023174","2015-06-29","  256"
"USW00023174","2015-06-30","  294"
"USW00023174","2015-07-01","  244"
"USW00023174","2015-07-02","  239"
"USW00023174","2015-07-03","  217"
"USW00023174","2015-07-04","  222"
"USW00023174","2015-07-05","  211"
"USW00023174","2015-07-06","  211"
"USW00023174","2015-07-07","  222"
"USW00023174","2015-07-08","  217"
"USW00023174","2015-07-09","  228"
"USW00023174","2015-07-10","  217"
"USW00023174","2015-07-11","  228"
"USW00023174","2015-07-12","  233"
"USW00023174","2015-07-13","  239"
"USW00023174","2015-07-14","  239"
"USW00023174","2015-07-15","  239"
"USW00023174","2015-07-16","  233"
"USW00023174","2015-07-17","  228"
"USW00023174","2015-07-18","  294"
"USW00023174","2015-07-19","  300"
"USW00023174","2015-07-20","  289"
"USW00023174","2015-07-21","  250"
"USW00023174","2015-07-22","  250"
"USW00023174","2015-07-23","  250"
"USW00023174","2015-07-24","  250"
"USW00023174","2015-07-25","  261"
"USW00023174","2015-07-26","  244"
"USW00023174","2015-07-27","  244"
"USW00023174","2015-07-28","  244"
"USW00023174","2015-07-29","  233"
"USW00023174","2015-07-30","  250"
"USW00023174","2015-07-31","  244"
"USW00023174","2015-08-01","  239"
"USW00023174","2015-08-02","  250"
"USW00023174","2015-08-03","  250"
"USW00023174","2015-08-04","  267"
"USW00023174","2015-08-05","  267"
"USW00023174","2015-08-06","  244"
"USW00023174","2015-08-07","  250"
"USW00023174","2015-08-08","  233"
"USW00023174","2015-08-09","  228"
"USW00023174","2015-08-10","  233"
"USW00023174","2015-08-11","  239"
"USW00023174","2015-08-12","  250"
"USW00023174","2015-08-13","  272"
"USW00023174","2015-08-14","  272"
"USW00023174","2015-08-15","  272"
"USW00023174","2015-08-16","  278"
"USW00023174","2015-08-17","  278"
"USW00023174","2015-08-18","  250"
"USW00023174","2015-08-19","  239"
"USW00023174","2015-08-20","  250"
"USW00023174","2015-08-21","  239"
"USW00023174","2015-08-22","  239"
"USW00023174","2015-08-23","  233"
"USW00023174","2015-08-24","  233"
"USW00023174","2015-08-25","  283"
"USW00023174","2015-08-26","  272"
"USW00023174","2015-08-27","  283"
"USW00023174","2015-08-28","  300"
"USW00023174","2015-08-29","  289"
"USW00023174","2015-08-30","  278"
"USW00023174","2015-08-31","  272"
"USW00023174","2015-09-01","  256"
"USW00023174","2015-09-02","  233"
"USW00023174","2015-09-03","  239"
"USW00023174","2015-09-04","  239"
"USW00023174","2015-09-05","  256"
"USW00023174","2015-09-06","  256"
"USW00023174","2015-09-07","  283"
"USW00023174","2015-09-08","  294"
"USW00023174","2015-09-09","  333"
"USW00023174","2015-09-10","  328"
"USW00023174","2015-09-11","  300"
"USW00023174","2015-09-12","  311"
"USW00023174","2015-09-13","  283"
"USW00023174","2015-09-14","  272"
"USW00023174","2015-09-15","  250"
"USW00023174","2015-09-16","  233"
"USW00023174","2015-09-17","  250"
"USW00023174","2015-09-18","  267"
"USW00023174","2015-09-19","  278"
"USW00023174","2015-09-20","  317"
"USW00023174","2015-09-21","  289"
"USW00023174","2015-09-22","  256"
"USW00023174","2015-09-23","  256"
"USW00023174","2015-09-24","  272"
"USW00023174","2015-09-25","  289"
"USW00023174","2015-09-26","  278"
"USW00023174","2015-09-27","  267"
"USW00023174","2015-09-28","  272"
"USW00023174","2015-09-29","  267"
"USW00023174","2015-09-30","  278"
"USW00023174","2015-10-01","  272"
"USW00023174","2015-10-02","  272"
"USW00023174","2015-10-03","  261"
"USW00023174","2015-10-04","  217"
"USW00023174","2015-10-05","  239"
"USW00023174","2015-10-06","  239"
"USW00023174","2015-10-07","  250"
"USW00023174","2015-10-08","  278"
"USW00023174","2015-10-09","  333"
