source_id,source_name,sector,subsector,lat,lon,gas,emissions_co2e_tonnes,year
25456714,Higgins Generating Station,power,electricity-generation,35.6139,-115.3561,co2,890430.0,2022
42547099,Victorville Cement Plant,manufacturing,cement,34.554152964832,-117.302279749836,co2,879834.71767,2022
25457036,Carlsbad Energy Center and Encina,power,electricity-generation,33.1383,-117.3351,co2,871700.0,2022
25456631,Otay Mesa Generating Project,power,electricity-generation,32.5734,-116.9141,co2,854488.3,2022
25456856,Colusa Generating Station,power,electricity-generation,39.3661,-122.27,co2,844118.6,2022
25449051,Scattergood,power,electricity-generation,33.9182,-118.4276,co2,823101.0,2022
25456843,Gateway Generating Station,power,electricity-generation,38.0175,-121.7587,co2,799413.0,2022
25449366,TS Power Plant,power,electricity-generation,40.7461,-116.5297,co2,791000.0,2022
25449338,"Pastoria Energy Facility, LLC",power,electricity-generation,34.9556,-118.844,co2,788400.0,2022
25456762,Palomar Energy,power,electricity-generation,33.1197,-117.1178,co2,779880.0,2022
25456645,Metcalf Energy Center,power,electricity-generation,37.2207,-121.7457,co2,769010.0,2022
25449464,Valley (CA),power,electricity-generation,34.245,-118.3913,co2,706460.0,2022
25456759,Cosumnes Power Plant,power,electricity-generation,38.3385,-121.124,co2,645890.0,2022
25456618,Blythe Energy Inc,power,electricity-generation,33.6157,-114.6865,co2,629000.0,2022
25456740,Silverhawk,power,electricity-generation,36.4078,-114.9606,co2,628030.0,2022
53058922,McKittrick CA,fossil-fuel-operations,oil-and-gas-production,35.32,-119.65,co2,600182.8881202816,2022
25456685,Apex Generating Station,power,electricity-generation,36.416,-114.9609,co2,567470.0,2022
25456557,South Point Energy Center,power,electricity-generation,34.8678,-114.5317,co2,558300.0,2022
