source_id,source_name,sector,subsector,lat,lon,gas,emissions_co2e_tonnes,year
25456550,La Paloma Generating Plant,power,electricity-generation,35.2956,-119.5919,co2,556562.1,2022
25449447,Yucca,power,electricity-generation,32.7214,-114.7106,co2,525710.0,2022
25456775,Magnolia Power Project,power,electricity-generation,34.1786,-118.3153,co2,504360.0,2022
25456520,Desert Star Energy Center,power,electricity-generation,35.7889,-114.9942,co2,500094.0,2022
25456779,Walnut Energy Center,power,electricity-generation,37.4878,-120.8956,co2,486740.0,2022
53058903,Lost Hills CA,fossil-fuel-operations,oil-and-gas-production,35.6151373,-119.732642,co2,467213.1968307763,2022
53059022,Poso Creek CA,fossil-fuel-operations,oil-and-gas-production,35.54445667,-119.0757532,co2,450183.63135478715,2022
53058891,Kern Front CA,fossil-fuel-operations,oil-and-gas-production,35.48543549,-119.0504074,co2,423583.26226658025,2022
25456175,Sycamore Cogeneration,power,electricity-generation,35.4548,-119.0029,co2,396840.0,2022
25456075,Kern River Cogeneration,power,electricity-generation,35.4515,-118.9849,co2,396840.0,2022
25449462,El Centro Hybrid,power,electricity-generation,32.8022,-115.54,co2,395785.0,2022
25456190,Watson Cogeneration,power,electricity-generation,33.8166,-118.2448,co2,382660.0,2022
25449461,Grayson,power,electricity-generation,34.1556,-118.2782,co2,375730.0,2022
53059252,Wilmington CA,fossil-fuel-operations,oil-and-gas-production,33.76527007,-118.2091688,co2,370347.99006470916,2022
25456836,Russell City Energy Center,power,electricity-generation,37.6347,-122.1338,co2,345335.93,2022
25456887,Panoche Energy Center,power,electricity-generation,36.6514,-120.5833,co2,344030.0,2022
25450019,Campbell Power Plant,power,electricity-generation,38.511,-121.4735,co2,340564.0,2022
25456125,Las Vegas Generating Station,power,electricity-generation,36.2319,-115.1222,co2,339100.0,2022
25456963,Lodi Energy Center,power,electricity-generation,38.0881,-121.3872,co2,339100.0,2022
1898045,Mojave Cement Plant,manufacturing,cement,35.0291382018169,-118.315039914856,co2,336953.77993,2022
25449460,Long Beach Generation LLC,power,electricity-generation,33.7641,-118.2248,co2,333320.0,2022
1898049,Lebec Cement Plant,manufacturing,cement,34.8204887545752,-118.749015093611,co2,330410.68726,2022
32439326,Mitsubishi Lucerne Valley Cement Plant,manufacturing,cement,34.3546169072012,-116.853830360477,co2,321327.71719,2022
25449465,Glenarm,power,electricity-generation,34.126,-118.1494,co2,318450.0,2022
25456381,Midway Sunset Cogen,power,electricity-generation,35.2269,-119.6294,co2,309510.0,2022
53058760,Elk Hills CA,fossil-fuel-operations,oil-and-gas-production,35.28008185,-119.4529833,co2,300520.4197337842,2022
25456308,Southeast Resource Recovery,power,electricity-generation,33.7592,-118.2399,co2,298590.0,2022
25449730,Fort Churchill,power,electricity-generation,39.1281,-119.1322,co2,294960.0,2022
1898011,Redding Cement Plant,manufacturing,cement,40.7370523831865,-122.322322553725,co2,257821.18565,2022
25450018,Procter & Gamble Power Plant,power,electricity-generation,38.5309,-121.4001,co2,247220.0,2022
25456206,Wadham Energy LP,power,electricity-generation,39.1062,-122.1096,co2,244060.0,2022
25456929,"Sentinel Energy Center, LLC",power,electricity-generation,33.9364,-116.5727,co2,238692.1,2022
25456770,Donald Von Raesfeld Power Plant,power,electricity-generation,37.3767,-121.9508,co2,235869.0,2022
25456523,Crockett Cogen Project,power,electricity-generation,38.057,-122.2149,co2,233370.0,2022
25456933,Walnut Creek Energy Park,power,electricity-generation,34.0087,-117.9449,co2,232208.0,2022
32439308,UNACEM Tehachapi Cement Plant,manufacturing,cement,35.1229275322496,-118.369319786485,co2,230836.876244,2022
25449982,Woodland,power,electricity-generation,37.6526,-121.0204,co2,226110.0,2022
25449458,Humboldt Bay,power,electricity-generation,40.7415,-124.2103,co2,220900.0,2022
1898044,Oro Grande Cement Plant,manufacturing,cement,34.6087404946648,-117.337637292918,co2,220300.3107,2022
25456270,Covanta Stanislaus Energy,power,electricity-generation,37.3853,-121.141,co2,201280.0,2022
49534109,Ivanpah 2 power station,power,electricity-generation,35.5561,-115.4686,co2,201050.0,2022
49534108,Ivanpah 3 power station,power,electricity-generation,35.5808,-115.4825,co2,201050.0,2022
53059048,Round Mountain CA,fossil-fuel-operations,oil-and-gas-production,35.49737167,-118.8928909,co2,196374.92525501628,2022
25456112,Argus Cogen Plant,power,electricity-generation,35.765,-117.3833,co2,192530.0,2022
49534110,Ivanpah 1 power station,power,electricity-generation,35.5331,-115.4525,co2,190480.0,2022
25457091,Stanton Energy Reliability Center Hybrid,power,electricity-generation,33.8068,-117.9858,co2,186500.0,2022
32439286,Nevada Cement Plant,manufacturing,cement,39.6195048419845,-119.26311362064,co2,186246.028674,2022
25449989,Redding Power,power,electricity-generation,40.5073,-122.4233,co2,185137.0,2022
25456023,El Segundo Cogen,power,electricity-generation,33.9058,-118.4031,co2,170170.0,2022
25456367,Richmond Cogen,power,electricity-generation,37.9418,-122.3909,co2,168340.0,2022
1753368,Kern Oil & Refining Bakersfield Refinery,fossil-fuel-operations,oil-and-gas-refining,35.294719,-118.917953,co2,167670.8666969811,2022
25449207,Ormond Beach,power,electricity-generation,34.1292,-119.1689,co2,161984.66400000002,2022
25456774,Malburg,power,electricity-generation,33.9989,-118.2206,co2,157626.0,2022
25456821,Roseville Energy Park,power,electricity-generation,38.7928,-121.3811,co2,155900.0,2022
25456849,Western 102 Power Plant,power,electricity-generation,39.5603,-119.5108,co2,155570.0,2022
25449452,McClure,power,electricity-generation,37.6294,-120.9314,co2,152360.0,2022
40698817,SEGS IX,power,electricity-generation,35.033,-117.338,co2,139080.0,2022
25449991,Almond Power Plant,power,electricity-generation,37.5744,-120.985,co2,138500.0,2022
25456036,King City Power Plant,power,electricity-generation,36.225,-121.1278,co2,125848.0,2022
25456750,Tracy Combined Cycle Power Plant,power,electricity-generation,37.7107,-121.4906,co2,125311.0,2022
