STATION,DATE,TMAX,city
USW00023183,2013-03-05,272,Phoenix
USW00023183,2013-03-06,278,Phoenix
USW00023183,2013-03-07,272,Phoenix
USW00023183,2013-03-08,200,Phoenix
USW00023183,2013-03-09,144,Phoenix
USW00023183,2013-03-10,217,Phoenix
USW00023183,2013-03-11,244,Phoenix
USW00023183,2013-03-12,283,Phoenix
USW00023183,2013-03-13,317,Phoenix
USW00023183,2013-03-14,350,Phoenix
USW00023183,2013-03-15,333,Phoenix
USW00023183,2013-03-16,311,Phoenix
USW00023183,2013-03-17,306,Phoenix
USW00023183,2013-03-18,300,Phoenix
USW00023183,2013-03-19,289,Phoenix
USW00023183,2013-03-20,294,Phoenix
USW00023183,2013-03-21,300,Phoenix
USW00023183,2013-03-22,289,Phoenix
USW00023183,2013-03-23,267,Phoenix
USW00023183,2013-03-24,272,Phoenix
USW00023183,2013-03-25,289,Phoenix
USW00023183,2013-03-26,317,Phoenix
USW00023183,2013-03-27,306,Phoenix
USW00023183,2013-03-28,311,Phoenix
USW00023183,2013-03-29,317,Phoenix
USW00023183,2013-03-30,311,Phoenix
USW00023183,2013-03-31,322,Phoenix
USW00023183,2013-04-01,294,Phoenix
USW00023183,2013-04-02,294,Phoenix
USW00023183,2013-04-03,311,Phoenix
USW00023183,2013-04-04,339,Phoenix
USW00023183,2013-04-05,322,Phoenix
USW00023183,2013-04-06,317,Phoenix
USW00023183,2013-04-07,322,Phoenix
USW00023183,2013-04-08,289,Phoenix
USW00023183,2013-04-09,239,Phoenix
USW00023183,2013-04-10,244,Phoenix
USW00023183,2013-04-11,283,Phoenix
USW00023183,2013-04-12,317,Phoenix
USW00023183,2013-04-13,328,Phoenix
USW00023183,2013-04-14,328,Phoenix
USW00023183,2013-04-15,317,Phoenix
USW00023183,2013-04-16,283,Phoenix
USW00023183,2013-04-17,239,Phoenix
USW00023183,2013-04-18,244,Phoenix
USW00023183,2013-04-19,278,Phoenix
USW00023183,2013-04-20,322,Phoenix
USW00023183,2013-04-21,339,Phoenix
USW00023183,2013-04-22,344,Phoenix
USW00023183,2013-04-23,339,Phoenix
USW00023183,2013-04-24,322,Phoenix
USW00023183,2013-04-25,300,Phoenix
USW00023183,2013-04-26,333,Phoenix
USW00023183,2013-04-27,361,Phoenix
USW00023183,2013-04-28,378,Phoenix
USW00023183,2013-04-29,389,Phoenix
USW00023183,2013-04-30,383,Phoenix
USW00023183,2013-05-01,344,Phoenix
USW00023183,2013-05-02,339,Phoenix
USW00023183,2013-05-03,333,Phoenix
USW00023183,2013-05-04,356,Phoenix
USW00023183,2013-05-05,339,Phoenix
USW00023183,2013-05-06,306,Phoenix
USW00023183,2013-05-07,294,Phoenix
USW00023183,2013-05-08,289,Phoenix
USW00023183,2013-05-09,311,Phoenix
USW00023183,2013-05-10,339,Phoenix
USW00023183,2013-05-11,356,Phoenix
USW00023183,2013-05-12,372,Phoenix
USW00023183,2013-05-13,394,Phoenix
USW00023183,2013-05-14,394,Phoenix
USW00023183,2013-05-15,383,Phoenix
USW00023183,2013-05-16,383,Phoenix
USW00023183,2013-05-17,344,Phoenix
USW00023183,2013-05-18,344,Phoenix
USW00023183,2013-05-19,350,Phoenix
USW00023183,2013-05-20,361,Phoenix
USW00023183,2013-05-21,372,Phoenix
USW00023183,2013-05-22,394,Phoenix
USW00023183,2013-05-23,378,Phoenix
USW00023183,2013-05-24,383,Phoenix
USW00023183,2013-05-25,367,Phoenix
USW00023183,2013-05-26,356,Phoenix
USW00023183,2013-05-27,344,Phoenix
USW00023183,2013-05-28,367,Phoenix
USW00023183,2013-05-29,367,Phoenix
USW00023183,2013-05-30,378,Phoenix
USW00023183,2013-05-31,383,Phoenix
USW00023183,2013-06-01,422,Phoenix
USW00023183,2013-06-02,428,Phoenix
USW00023183,2013-06-03,406,Phoenix
USW00023183,2013-06-04,400,Phoenix
USW00023183,2013-06-05,422,Phoenix
USW00023183,2013-06-06,433,Phoenix
USW00023183,2013-06-07,439,Phoenix
USW00023183,2013-06-08,433,Phoenix
USW00023183,2013-06-09,422,Phoenix
USW00023183,2013-06-10,428,Phoenix
USW00023183,2013-06-11,428,Phoenix
USW00023183,2013-06-12,433,Phoenix
USW00023183,2013-06-13,411,Phoenix
USW00023183,2013-06-14,411,Phoenix
USW00023183,2013-06-15,417,Phoenix
USW00023183,2013-06-16,422,Phoenix
USW00023183,2013-06-17,422,Phoenix
USW00023183,2013-06-18,422,Phoenix
USW00023183,2013-06-19,411,Phoenix
USW00023183,2013-06-20,411,Phoenix
USW00023183,2013-06-21,417,Phoenix
USW00023183,2013-06-22,406,Phoenix
USW00023183,2013-06-23,417,Phoenix
USW00023183,2013-06-24,400,Phoenix
USW00023183,2013-06-25,411,Phoenix
USW00023183,2013-06-26,417,Phoenix
USW00023183,2013-06-27,433,Phoenix
USW00023183,2013-06-28,467,Phoenix
USW00023183,2013-06-29,483,Phoenix
USW00023183,2013-06-30,461,Phoenix
USW00023183,2013-07-01,444,Phoenix
USW00023183,2013-07-02,422,Phoenix
USW00023183,2013-07-03,439,Phoenix
USW00023183,2013-07-04,422,Phoenix
USW00023183,2013-07-05,411,Phoenix
USW00023183,2013-07-06,439,Phoenix
USW00023183,2013-07-07,444,Phoenix
USW00023183,2013-07-08,450,Phoenix
USW00023183,2013-07-09,417,Phoenix
USW00023183,2013-07-10,400,Phoenix
USW00023183,2013-07-11,361,Phoenix
USW00023183,2013-07-12,383,Phoenix
USW00023183,2013-07-13,411,Phoenix
USW00023183,2013-07-14,433,Phoenix
USW00023183,2013-07-15,433,Phoenix
USW00023183,2013-07-16,400,Phoenix
USW00023183,2013-07-17,417,Phoenix
USW00023183,2013-07-18,422,Phoenix
USW00023183,2013-07-19,406,Phoenix
USW00023183,2013-07-20,394,Phoenix
USW00023183,2013-07-21,306,Phoenix
USW00023183,2013-07-22,356,Phoenix
USW00023183,2013-07-23,389,Phoenix
USW00023183,2013-07-24,417,Phoenix
USW00023183,2013-07-25,383,Phoenix
USW00023183,2013-07-26,394,Phoenix
USW00023183,2013-07-27,406,Phoenix
USW00023183,2013-07-28,422,Phoenix
USW00023183,2013-07-29,417,Phoenix
USW00023183,2013-07-30,422,Phoenix
USW00023183,2013-07-31,428,Phoenix
USW00023183,2013-08-01,411,Phoenix
USW00023183,2013-08-02,417,Phoenix
USW00023183,2013-08-03,428,Phoenix
USW00023183,2013-08-04,411,Phoenix
USW00023183,2013-08-05,383,Phoenix
USW00023183,2013-08-06,333,Phoenix
USW00023183,2013-08-07,389,Phoenix
USW00023183,2013-08-08,417,Phoenix
USW00023183,2013-08-09,428,Phoenix
USW00023183,2013-08-10,411,Phoenix
USW00023183,2013-08-11,417,Phoenix
USW00023183,2013-08-12,439,Phoenix
USW00023183,2013-08-13,417,Phoenix
USW00023183,2013-08-14,428,Phoenix
USW00023183,2013-08-15,433,Phoenix
USW00023183,2013-08-16,450,Phoenix
USW00023183,2013-08-17,456,Phoenix
USW00023183,2013-08-18,439,Phoenix
USW00023183,2013-08-19,433,Phoenix
USW00023183,2013-08-20,439,Phoenix
USW00023183,2013-08-21,378,Phoenix
USW00023183,2013-08-22,411,Phoenix
USW00023183,2013-08-23,394,Phoenix
USW00023183,2013-08-24,383,Phoenix
USW00023183,2013-08-25,317,Phoenix
USW00023183,2013-08-26,378,Phoenix
USW00023183,2013-08-27,417,Phoenix
USW00023183,2013-08-28,417,Phoenix
USW00023183,2013-08-29,378,Phoenix
USW00023183,2013-08-30,383,Phoenix
USW00023183,2013-08-31,383,Phoenix
USW00023183,2013-09-01,406,Phoenix
USW00023183,2013-09-02,394,Phoenix
USW00023183,2013-09-03,428,Phoenix
USW00023183,2013-09-04,433,Phoenix
USW00023183,2013-09-05,439,Phoenix
USW00023183,2013-09-06,439,Phoenix
USW00023183,2013-09-07,344,Phoenix
USW00023183,2013-09-08,317,Phoenix
USW00023183,2013-09-09,289,Phoenix
USW00023183,2013-09-10,300,Phoenix
USW00023183,2013-09-11,344,Phoenix
USW00023183,2013-09-12,378,Phoenix
USW00023183,2013-09-13,383,Phoenix
USW00023183,2013-09-14,406,Phoenix
USW00023183,2013-09-15,406,Phoenix
USW00023183,2013-09-16,411,Phoenix
USW00023183,2013-09-17,422,Phoenix
USW00023183,2013-09-18,417,Phoenix
USW00023183,2013-09-19,394,Phoenix
USW00023183,2013-09-20,406,Phoenix
USW00023183,2013-09-21,394,Phoenix
USW00023183,2013-09-22,328,Phoenix
USW00023183,2013-09-23,344,Phoenix
USW00023183,2013-09-24,372,Phoenix
USW00023183,2013-09-25,361,Phoenix
USW00023183,2013-09-26,361,Phoenix
USW00023183,2013-09-27,306,Phoenix
USW00023183,2013-09-28,333,Phoenix
USW00023183,2013-09-29,344,Phoenix
USW00023183,2013-09-30,350,Phoenix
USW00023183,2013-10-01,356,Phoenix
USW00023183,2013-10-02,350,Phoenix
USW00023183,2013-10-03,344,Phoenix
USW00023183,2013-10-04,317,Phoenix
USW00023183,2013-10-05,300,Phoenix
USW00023183,2013-10-06,339,Phoenix
USW00023183,2013-10-07,361,Phoenix
USW00023183,2013-10-08,344,Phoenix
USW00023183,2013-10-09,311,Phoenix
USW00023183,2013-10-10,222,Phoenix
USW00023183,2013-10-11,261,Phoenix
USW00023183,2013-10-12,306,Phoenix
USW00023183,2013-10-13,300,Phoenix
USW00023183,2013-10-14,289,Phoenix
USW00023183,2013-10-15,289,Phoenix
USW00023183,2013-10-16,283,Phoenix
USW00023183,2013-10-17,283,Phoenix
USW00023183,2013-10-18,300,Phoenix
USW00023183,2013-10-19,311,Phoenix
USW00023183,2013-10-20,300,Phoenix
USW00023183,2013-10-21,311,Phoenix
USW00023183,2013-10-22,344,Phoenix
USW00023183,2013-10-23,350,Phoenix
USW00023183,2013-10-24,339,Phoenix
USW00023183,2013-10-25,317,Phoenix
USW00023183,2013-10-26,328,Phoenix
USW00023183,2013-10-27,328,Phoenix
USW00023183,2013-10-28,300,Phoenix
USW00023183,2013-10-29,233,Phoenix
USW00023183,2013-10-30,233,Phoenix
USW00023183,2013-10-31,244,Phoenix
USW00023183,2013-11-01,272,Phoenix
USW00023183,2013-11-02,322,Phoenix
USW00023183,2013-11-03,294,Phoenix
USW00023183,2013-11-04,267,Phoenix
USW00023183,2013-11-05,244,Phoenix
USW00023183,2013-11-06,261,Phoenix
USW00023183,2013-11-07,289,Phoenix
USW00023183,2013-11-08,294,Phoenix
USW00023183,2013-11-09,294,Phoenix
USW00023183,2013-11-10,283,Phoenix
USW00023183,2013-11-11,322,Phoenix
USW00023183,2013-11-12,333,Phoenix
USW00023183,2013-11-13,294,Phoenix
USW00023183,2013-11-14,278,Phoenix
USW00023183,2013-11-15,289,Phoenix
USW00023183,2013-11-16,228,Phoenix
USW00023183,2013-11-17,244,Phoenix
USW00023183,2013-11-18,272,Phoenix
USW00023183,2013-11-19,261,Phoenix
USW00023183,2013-11-20,239,Phoenix
USW00023183,2013-11-21,217,Phoenix
USW00023183,2013-11-22,156,Phoenix
USW00023183,2013-11-23,150,Phoenix
USW00023183,2013-11-24,161,Phoenix
USW00023183,2013-11-25,178,Phoenix
USW00023183,2013-11-26,217,Phoenix
USW00023183,2013-11-27,217,Phoenix
USW00023183,2013-11-28,233,Phoenix
USW00023183,2013-11-29,239,Phoenix
USW00023183,2013-11-30,217,Phoenix
USW00023183,2013-12-01,222,Phoenix
USW00023183,2013-12-02,211,Phoenix
USW00023183,2013-12-03,233,Phoenix
USW00023183,2013-12-04,172,Phoenix
USW00023183,2013-12-05,139,Phoenix
USW00023183,2013-12-06,139,Phoenix
USW00023183,2013-12-07,144,Phoenix
USW00023183,2013-12-08,150,Phoenix
USW00023183,2013-12-09,133,Phoenix
USW00023183,2013-12-10,172,Phoenix
USW00023183,2013-12-11,222,Phoenix
USW00023183,2013-12-12,233,Phoenix
USW00023183,2013-12-13,178,Phoenix
USW00023183,2013-12-14,206,Phoenix
USW00023183,2013-12-15,217,Phoenix
USW00023183,2013-12-16,233,Phoenix
USW00023183,2013-12-17,278,Phoenix
USW00023183,2013-12-18,250,Phoenix
USW00023183,2013-12-19,222,Phoenix
USW00023183,2013-12-20,144,Phoenix
USW00023183,2013-12-21,150,Phoenix
USW00023183,2013-12-22,167,Phoenix
USW00023183,2013-12-23,206,Phoenix
USW00023183,2013-12-24,217,Phoenix
USW00023183,2013-12-25,217,Phoenix
USW00023183,2013-12-26,217,Phoenix
USW00023183,2013-12-27,233,Phoenix
USW00023183,2013-12-28,194,Phoenix
USW00023183,2013-12-29,206,Phoenix
USW00023183,2013-12-30,206,Phoenix
USW00023183,2013-12-31,222,Phoenix
USW00023183,2014-01-01,211,Phoenix
USW00023183,2014-01-02,250,Phoenix
USW00023183,2014-01-03,233,Phoenix
USW00023183,2014-01-04,200,Phoenix
USW00023183,2014-01-05,194,Phoenix
USW00023183,2014-01-06,200,Phoenix
USW00023183,2014-01-07,206,Phoenix
USW00023183,2014-01-08,206,Phoenix
USW00023183,2014-01-09,200,Phoenix
USW00023183,2014-01-10,194,Phoenix
USW00023183,2014-01-11,217,Phoenix
USW00023183,2014-01-12,206,Phoenix
USW00023183,2014-01-13,217,Phoenix
USW00023183,2014-01-14,233,Phoenix
USW00023183,2014-01-15,250,Phoenix
USW00023183,2014-01-16,244,Phoenix
USW00023183,2014-01-17,261,Phoenix
USW00023183,2014-01-18,239,Phoenix
USW00023183,2014-01-19,244,Phoenix
USW00023183,2014-01-20,250,Phoenix
USW00023183,2014-01-21,272,Phoenix
USW00023183,2014-01-22,256,Phoenix
USW00023183,2014-01-23,244,Phoenix
USW00023183,2014-01-24,211,Phoenix
USW00023183,2014-01-25,239,Phoenix
USW00023183,2014-01-26,228,Phoenix
USW00023183,2014-01-27,239,Phoenix
USW00023183,2014-01-28,228,Phoenix
USW00023183,2014-01-29,239,Phoenix
USW00023183,2014-01-30,250,Phoenix
USW00023183,2014-01-31,211,Phoenix
USW00023183,2014-02-01,189,Phoenix
USW00023183,2014-02-02,183,Phoenix
USW00023183,2014-02-03,161,Phoenix
USW00023183,2014-02-04,178,Phoenix
USW00023183,2014-02-05,189,Phoenix
USW00023183,2014-02-06,167,Phoenix
USW00023183,2014-02-07,206,Phoenix
USW00023183,2014-02-08,222,Phoenix
USW00023183,2014-02-09,250,Phoenix
USW00023183,2014-02-10,256,Phoenix
USW00023183,2014-02-11,256,Phoenix
USW00023183,2014-02-12,261,Phoenix
USW00023183,2014-02-13,278,Phoenix
USW00023183,2014-02-14,294,Phoenix
USW00023183,2014-02-15,300,Phoenix
USW00023183,2014-02-16,289,Phoenix
USW00023183,2014-02-17,311,Phoenix
USW00023183,2014-02-18,300,Phoenix
USW00023183,2014-02-19,278,Phoenix
USW00023183,2014-02-20,250,Phoenix
USW00023183,2014-02-21,250,Phoenix
USW00023183,2014-02-22,261,Phoenix
USW00023183,2014-02-23,278,Phoenix
USW00023183,2014-02-24,283,Phoenix
USW00023183,2014-02-25,250,Phoenix
USW00023183,2014-02-26,272,Phoenix
USW00023183,2014-02-27,272,Phoenix
USW00023183,2014-02-28,289,Phoenix
USW00023183,2014-03-01,217,Phoenix
USW00023183,2014-03-02,200,Phoenix
USW00023183,2014-03-03,239,Phoenix
USW00023183,2014-03-04,244,Phoenix
USW00023183,2014-03-05,278,Phoenix
USW00023183,2014-03-06,261,Phoenix
USW00023183,2014-03-07,272,Phoenix
USW00023183,2014-03-08,267,Phoenix
USW00023183,2014-03-09,272,Phoenix
USW00023183,2014-03-10,272,Phoenix
USW00023183,2014-03-11,278,Phoenix
USW00023183,2014-03-12,283,Phoenix
USW00023183,2014-03-13,272,Phoenix
USW00023183,2014-03-14,267,Phoenix
USW00023183,2014-03-15,300,Phoenix
USW00023183,2014-03-16,278,Phoenix
USW00023183,2014-03-17,306,Phoenix
USW00023183,2014-03-18,272,Phoenix
USW00023183,2014-03-19,278,Phoenix
USW00023183,2014-03-20,283,Phoenix
USW00023183,2014-03-21,294,Phoenix
USW00023183,2014-03-22,278,Phoenix
USW00023183,2014-03-23,289,Phoenix
USW00023183,2014-03-24,317,Phoenix
USW00023183,2014-03-25,317,Phoenix
USW00023183,2014-03-26,267,Phoenix
USW00023183,2014-03-27,233,Phoenix
USW00023183,2014-03-28,261,Phoenix
USW00023183,2014-03-29,311,Phoenix
USW00023183,2014-03-30,283,Phoenix
USW00023183,2014-03-31,294,Phoenix
USW00023183,2014-04-01,261,Phoenix
USW00023183,2014-04-02,217,Phoenix
USW00023183,2014-04-03,228,Phoenix
USW00023183,2014-04-04,267,Phoenix
USW00023183,2014-04-05,256,Phoenix
USW00023183,2014-04-06,283,Phoenix
USW00023183,2014-04-07,317,Phoenix
USW00023183,2014-04-08,344,Phoenix
USW00023183,2014-04-09,350,Phoenix
USW00023183,2014-04-10,367,Phoenix
USW00023183,2014-04-11,356,Phoenix
USW00023183,2014-04-12,317,Phoenix
USW00023183,2014-04-13,311,Phoenix
USW00023183,2014-04-14,294,Phoenix
USW00023183,2014-04-15,322,Phoenix
USW00023183,2014-04-16,339,Phoenix
USW00023183,2014-04-17,344,Phoenix
USW00023183,2014-04-18,278,Phoenix
USW00023183,2014-04-19,317,Phoenix
USW00023183,2014-04-20,333,Phoenix
USW00023183,2014-04-21,367,Phoenix
USW00023183,2014-04-22,361,Phoenix
USW00023183,2014-04-23,300,Phoenix
USW00023183,2014-04-24,328,Phoenix
USW00023183,2014-04-25,344,Phoenix
USW00023183,2014-04-26,244,Phoenix
USW00023183,2014-04-27,267,Phoenix
USW00023183,2014-04-28,311,Phoenix
USW00023183,2014-04-29,300,Phoenix
USW00023183,2014-04-30,306,Phoenix
USW00023183,2014-05-01,328,Phoenix
USW00023183,2014-05-02,350,Phoenix
USW00023183,2014-05-03,389,Phoenix
USW00023183,2014-05-04,383,Phoenix
USW00023183,2014-05-05,367,Phoenix
USW00023183,2014-05-06,306,Phoenix
USW00023183,2014-05-07,250,Phoenix
USW00023183,2014-05-08,289,Phoenix
USW00023183,2014-05-09,311,Phoenix
USW00023183,2014-05-10,344,Phoenix
USW00023183,2014-05-11,278,Phoenix
USW00023183,2014-05-12,311,Phoenix
USW00023183,2014-05-13,317,Phoenix
USW00023183,2014-05-14,344,Phoenix
USW00023183,2014-05-15,372,Phoenix
USW00023183,2014-05-16,400,Phoenix
USW00023183,2014-05-17,400,Phoenix
USW00023183,2014-05-18,383,Phoenix
USW00023183,2014-05-19,378,Phoenix
USW00023183,2014-05-20,350,Phoenix
USW00023183,2014-05-21,328,Phoenix
USW00023183,2014-05-22,333,Phoenix
USW00023183,2014-05-23,322,Phoenix
USW00023183,2014-05-24,328,Phoenix
USW00023183,2014-05-25,356,Phoenix
USW00023183,2014-05-26,400,Phoenix
USW00023183,2014-05-27,417,Phoenix
USW00023183,2014-05-28,400,Phoenix
USW00023183,2014-05-29,372,Phoenix
USW00023183,2014-05-30,411,Phoenix
USW00023183,2014-05-31,422,Phoenix
USW00023183,2014-06-01,411,Phoenix
USW00023183,2014-06-02,433,Phoenix
USW00023183,2014-06-03,422,Phoenix
USW00023183,2014-06-04,417,Phoenix
USW00023183,2014-06-05,417,Phoenix
USW00023183,2014-06-06,417,Phoenix
USW00023183,2014-06-07,406,Phoenix
USW00023183,2014-06-08,406,Phoenix
USW00023183,2014-06-09,433,Phoenix
USW00023183,2014-06-10,428,Phoenix
USW00023183,2014-06-11,411,Phoenix
USW00023183,2014-06-12,417,Phoenix
USW00023183,2014-06-13,422,Phoenix
USW00023183,2014-06-14,394,Phoenix
USW00023183,2014-06-15,383,Phoenix
USW00023183,2014-06-16,406,Phoenix
USW00023183,2014-06-17,400,Phoenix
USW00023183,2014-06-18,378,Phoenix
USW00023183,2014-06-19,394,Phoenix
USW00023183,2014-06-20,428,Phoenix
USW00023183,2014-06-21,422,Phoenix
USW00023183,2014-06-22,417,Phoenix
USW00023183,2014-06-23,417,Phoenix
USW00023183,2014-06-24,406,Phoenix
USW00023183,2014-06-25,417,Phoenix
USW00023183,2014-06-26,406,Phoenix
USW00023183,2014-06-27,394,Phoenix
USW00023183,2014-06-28,417,Phoenix
USW00023183,2014-06-29,428,Phoenix
USW00023183,2014-06-30,428,Phoenix
USW00023183,2014-07-01,428,Phoenix
USW00023183,2014-07-02,428,Phoenix
USW00023183,2014-07-03,422,Phoenix
USW00023183,2014-07-04,367,Phoenix
USW00023183,2014-07-05,394,Phoenix
USW00023183,2014-07-06,406,Phoenix
USW00023183,2014-07-07,422,Phoenix
USW00023183,2014-07-08,406,Phoenix
USW00023183,2014-07-09,383,Phoenix
USW00023183,2014-07-10,406,Phoenix
USW00023183,2014-07-11,417,Phoenix
USW00023183,2014-07-12,433,Phoenix
USW00023183,2014-07-13,433,Phoenix
USW00023183,2014-07-14,394,Phoenix
USW00023183,2014-07-15,394,Phoenix
USW00023183,2014-07-16,417,Phoenix
USW00023183,2014-07-17,406,Phoenix
USW00023183,2014-07-18,406,Phoenix
USW00023183,2014-07-19,400,Phoenix
USW00023183,2014-07-20,411,Phoenix
USW00023183,2014-07-21,417,Phoenix
USW00023183,2014-07-22,450,Phoenix
USW00023183,2014-07-23,456,Phoenix
USW00023183,2014-07-24,467,Phoenix
USW00023183,2014-07-25,428,Phoenix
USW00023183,2014-07-26,422,Phoenix
USW00023183,2014-07-27,400,Phoenix
USW00023183,2014-07-28,417,Phoenix
USW00023183,2014-07-29,433,Phoenix
USW00023183,2014-07-30,439,Phoenix
USW00023183,2014-07-31,428,Phoenix
USW00023183,2014-08-01,372,Phoenix
USW00023183,2014-08-02,389,Phoenix
USW00023183,2014-08-03,394,Phoenix
USW00023183,2014-08-04,406,Phoenix
USW00023183,2014-08-05,406,Phoenix
USW00023183,2014-08-06,422,Phoenix
USW00023183,2014-08-07,406,Phoenix
USW00023183,2014-08-08,406,Phoenix
USW00023183,2014-08-09,400,Phoenix
USW00023183,2014-08-10,400,Phoenix
USW00023183,2014-08-11,428,Phoenix
USW00023183,2014-08-12,367,Phoenix
USW00023183,2014-08-13,350,Phoenix
USW00023183,2014-08-14,389,Phoenix
USW00023183,2014-08-15,400,Phoenix
USW00023183,2014-08-16,411,Phoenix
USW00023183,2014-08-17,428,Phoenix
USW00023183,2014-08-18,367,Phoenix
USW00023183,2014-08-19,328,Phoenix
USW00023183,2014-08-20,367,Phoenix
USW00023183,2014-08-21,322,Phoenix
USW00023183,2014-08-22,339,Phoenix
USW00023183,2014-08-23,361,Phoenix
USW00023183,2014-08-24,394,Phoenix
USW00023183,2014-08-25,383,Phoenix
USW00023183,2014-08-26,378,Phoenix
USW00023183,2014-08-27,394,Phoenix
USW00023183,2014-08-28,411,Phoenix
USW00023183,2014-08-29,422,Phoenix
USW00023183,2014-08-30,439,Phoenix
USW00023183,2014-08-31,428,Phoenix
USW00023183,2014-09-01,422,Phoenix
USW00023183,2014-09-02,428,Phoenix
USW00023183,2014-09-03,422,Phoenix
USW00023183,2014-09-04,417,Phoenix
USW00023183,2014-09-05,383,Phoenix
USW00023183,2014-09-06,406,Phoenix
USW00023183,2014-09-07,400,Phoenix
USW00023183,2014-09-08,322,Phoenix
USW00023183,2014-09-09,333,Phoenix
USW00023183,2014-09-10,361,Phoenix
USW00023183,2014-09-11,378,Phoenix
USW00023183,2014-09-12,400,Phoenix
USW00023183,2014-09-13,378,Phoenix
USW00023183,2014-09-14,389,Phoenix
USW00023183,2014-09-15,406,Phoenix
USW00023183,2014-09-16,333,Phoenix
USW00023183,2014-09-17,317,Phoenix
USW00023183,2014-09-18,356,Phoenix
USW00023183,2014-09-19,367,Phoenix
USW00023183,2014-09-20,372,Phoenix
USW00023183,2014-09-21,372,Phoenix
USW00023183,2014-09-22,383,Phoenix
USW00023183,2014-09-23,389,Phoenix
USW00023183,2014-09-24,400,Phoenix
USW00023183,2014-09-25,394,Phoenix
USW00023183,2014-09-26,383,Phoenix
USW00023183,2014-09-27,350,Phoenix
USW00023183,2014-09-28,306,Phoenix
USW00023183,2014-09-29,317,Phoenix
USW00023183,2014-09-30,317,Phoenix
USW00023183,2014-10-01,328,Phoenix
USW00023183,2014-10-02,333,Phoenix
USW00023183,2014-10-03,372,Phoenix
USW00023183,2014-10-04,372,Phoenix
USW00023183,2014-10-05,356,Phoenix
USW00023183,2014-10-06,339,Phoenix
USW00023183,2014-10-07,322,Phoenix
USW00023183,2014-10-08,278,Phoenix
USW00023183,2014-10-09,289,Phoenix
USW00023183,2014-10-10,317,Phoenix
USW00023183,2014-10-11,333,Phoenix
USW00023183,2014-10-12,344,Phoenix
USW00023183,2014-10-13,322,Phoenix
USW00023183,2014-10-14,344,Phoenix
USW00023183,2014-10-15,322,Phoenix
USW00023183,2014-10-16,333,Phoenix
USW00023183,2014-10-17,317,Phoenix
USW00023183,2014-10-18,322,Phoenix
USW00023183,2014-10-19,344,Phoenix
USW00023183,2014-10-20,322,Phoenix
USW00023183,2014-10-21,328,Phoenix
USW00023183,2014-10-22,339,Phoenix
USW00023183,2014-10-23,344,Phoenix
USW00023183,2014-10-24,356,Phoenix
USW00023183,2014-10-25,356,Phoenix
USW00023183,2014-10-26,317,Phoenix
USW00023183,2014-10-27,311,Phoenix
USW00023183,2014-10-28,311,Phoenix
USW00023183,2014-10-29,328,Phoenix
USW00023183,2014-10-30,344,Phoenix
USW00023183,2014-10-31,350,Phoenix
USW00023183,2014-11-01,283,Phoenix
USW00023183,2014-11-02,228,Phoenix
USW00023183,2014-11-03,239,Phoenix
USW00023183,2014-11-04,272,Phoenix
USW00023183,2014-11-05,294,Phoenix
USW00023183,2014-11-06,300,Phoenix
USW00023183,2014-11-07,289,Phoenix
USW00023183,2014-11-08,322,Phoenix
USW00023183,2014-11-09,306,Phoenix
USW00023183,2014-11-10,289,Phoenix
USW00023183,2014-11-11,289,Phoenix
USW00023183,2014-11-12,267,Phoenix
USW00023183,2014-11-13,267,Phoenix
USW00023183,2014-11-14,228,Phoenix
USW00023183,2014-11-15,250,Phoenix
USW00023183,2014-11-16,217,Phoenix
USW00023183,2014-11-17,217,Phoenix
USW00023183,2014-11-18,233,Phoenix
USW00023183,2014-11-19,233,Phoenix
USW00023183,2014-11-20,233,Phoenix
USW00023183,2014-11-21,222,Phoenix
USW00023183,2014-11-22,222,Phoenix
USW00023183,2014-11-23,233,Phoenix
USW00023183,2014-11-24,217,Phoenix
USW00023183,2014-11-25,206,Phoenix
USW00023183,2014-11-26,233,Phoenix
USW00023183,2014-11-27,306,Phoenix
USW00023183,2014-11-28,289,Phoenix
USW00023183,2014-11-29,267,Phoenix
USW00023183,2014-11-30,267,Phoenix
USW00023183,2014-12-01,228,Phoenix
USW00023183,2014-12-02,211,Phoenix
USW00023183,2014-12-03,244,Phoenix
USW00023183,2014-12-04,200,Phoenix
USW00023183,2014-12-05,222,Phoenix
USW00023183,2014-12-06,217,Phoenix
USW00023183,2014-12-07,250,Phoenix
USW00023183,2014-12-08,244,Phoenix
USW00023183,2014-12-09,256,Phoenix
USW00023183,2014-12-10,250,Phoenix
USW00023183,2014-12-11,244,Phoenix
USW00023183,2014-12-12,256,Phoenix
USW00023183,2014-12-13,189,Phoenix
USW00023183,2014-12-14,172,Phoenix
USW00023183,2014-12-15,178,Phoenix
USW00023183,2014-12-16,183,Phoenix
USW00023183,2014-12-17,161,Phoenix
USW00023183,2014-12-18,167,Phoenix
USW00023183,2014-12-19,178,Phoenix
USW00023183,2014-12-20,189,Phoenix
USW00023183,2014-12-21,183,Phoenix
USW00023183,2014-12-22,189,Phoenix
USW00023183,2014-12-23,200,Phoenix
USW00023183,2014-12-24,189,Phoenix
USW00023183,2014-12-25,178,Phoenix
USW00023183,2014-12-26,139,Phoenix
USW00023183,2014-12-27,156,Phoenix
USW00023183,2014-12-28,156,Phoenix
USW00023183,2014-12-29,161,Phoenix
