STATION,DATE,TMAX,city
USW00023174,1986-06-05,222,Los Angeles (LAX)
USW00023174,1986-06-06,222,Los Angeles (LAX)
USW00023174,1986-06-07,222,Los Angeles (LAX)
USW00023174,1986-06-08,228,Los Angeles (LAX)
USW00023174,1986-06-09,261,Los Angeles (LAX)
USW00023174,1986-06-10,222,Los Angeles (LAX)
USW00023174,1986-06-11,194,Los Angeles (LAX)
USW00023174,1986-06-12,222,Los Angeles (LAX)
USW00023174,1986-06-13,211,Los Angeles (LAX)
USW00023174,1986-06-14,211,Los Angeles (LAX)
USW00023174,1986-06-15,233,Los Angeles (LAX)
USW00023174,1986-06-16,228,Los Angeles (LAX)
USW00023174,1986-06-17,228,Los Angeles (LAX)
USW00023174,1986-06-18,233,Los Angeles (LAX)
USW00023174,1986-06-19,239,Los Angeles (LAX)
USW00023174,1986-06-20,244,Los Angeles (LAX)
USW00023174,1986-06-21,239,Los Angeles (LAX)
USW00023174,1986-06-22,217,Los Angeles (LAX)
USW00023174,1986-06-23,200,Los Angeles (LAX)
USW00023174,1986-06-24,194,Los Angeles (LAX)
USW00023174,1986-06-25,211,Los Angeles (LAX)
USW00023174,1986-06-26,206,Los Angeles (LAX)
USW00023174,1986-06-27,250,Los Angeles (LAX)
USW00023174,1986-06-28,272,Los Angeles (LAX)
USW00023174,1986-06-29,250,Los Angeles (LAX)
USW00023174,1986-06-30,278,Los Angeles (LAX)
USW00023174,1986-07-01,256,Los Angeles (LAX)
USW00023174,1986-07-02,244,Los Angeles (LAX)
USW00023174,1986-07-03,244,Los Angeles (LAX)
USW00023174,1986-07-04,256,Los Angeles (LAX)
USW00023174,1986-07-05,256,Los Angeles (LAX)
USW00023174,1986-07-06,228,Los Angeles (LAX)
USW00023174,1986-07-07,228,Los Angeles (LAX)
USW00023174,1986-07-08,233,Los Angeles (LAX)
USW00023174,1986-07-09,228,Los Angeles (LAX)
USW00023174,1986-07-10,228,Los Angeles (LAX)
USW00023174,1986-07-11,239,Los Angeles (LAX)
USW00023174,1986-07-12,239,Los Angeles (LAX)
USW00023174,1986-07-13,244,Los Angeles (LAX)
USW00023174,1986-07-14,239,Los Angeles (LAX)
USW00023174,1986-07-15,233,Los Angeles (LAX)
USW00023174,1986-07-16,222,Los Angeles (LAX)
USW00023174,1986-07-17,239,Los Angeles (LAX)
USW00023174,1986-07-18,244,Los Angeles (LAX)
USW00023174,1986-07-19,250,Los Angeles (LAX)
USW00023174,1986-07-20,233,Los Angeles (LAX)
USW00023174,1986-07-21,256,Los Angeles (LAX)
USW00023174,1986-07-22,250,Los Angeles (LAX)
USW00023174,1986-07-23,233,Los Angeles (LAX)
USW00023174,1986-07-24,239,Los Angeles (LAX)
USW00023174,1986-07-25,233,Los Angeles (LAX)
USW00023174,1986-07-26,228,Los Angeles (LAX)
USW00023174,1986-07-27,228,Los Angeles (LAX)
USW00023174,1986-07-28,228,Los Angeles (LAX)
USW00023174,1986-07-29,233,Los Angeles (LAX)
USW00023174,1986-07-30,217,Los Angeles (LAX)
USW00023174,1986-07-31,211,Los Angeles (LAX)
USW00023174,1986-08-01,211,Los Angeles (LAX)
USW00023174,1986-08-02,233,Los Angeles (LAX)
USW00023174,1986-08-03,228,Los Angeles (LAX)
USW00023174,1986-08-04,222,Los Angeles (LAX)
USW00023174,1986-08-05,239,Los Angeles (LAX)
USW00023174,1986-08-06,233,Los Angeles (LAX)
USW00023174,1986-08-07,222,Los Angeles (LAX)
USW00023174,1986-08-08,228,Los Angeles (LAX)
USW00023174,1986-08-09,233,Los Angeles (LAX)
USW00023174,1986-08-10,239,Los Angeles (LAX)
USW00023174,1986-08-11,222,Los Angeles (LAX)
USW00023174,1986-08-12,222,Los Angeles (LAX)
USW00023174,1986-08-13,228,Los Angeles (LAX)
USW00023174,1986-08-14,233,Los Angeles (LAX)
USW00023174,1986-08-15,222,Los Angeles (LAX)
USW00023174,1986-08-16,228,Los Angeles (LAX)
USW00023174,1986-08-17,250,Los Angeles (LAX)
USW00023174,1986-08-18,311,Los Angeles (LAX)
USW00023174,1986-08-19,317,Los Angeles (LAX)
USW00023174,1986-08-20,272,Los Angeles (LAX)
USW00023174,1986-08-21,261,Los Angeles (LAX)
USW00023174,1986-08-22,244,Los Angeles (LAX)
USW00023174,1986-08-23,233,Los Angeles (LAX)
USW00023174,1986-08-24,233,Los Angeles (LAX)
USW00023174,1986-08-25,211,Los Angeles (LAX)
USW00023174,1986-08-26,244,Los Angeles (LAX)
USW00023174,1986-08-27,267,Los Angeles (LAX)
USW00023174,1986-08-28,244,Los Angeles (LAX)
USW00023174,1986-08-29,256,Los Angeles (LAX)
USW00023174,1986-08-30,250,Los Angeles (LAX)
USW00023174,1986-08-31,244,Los Angeles (LAX)
USW00023174,1986-09-01,250,Los Angeles (LAX)
USW00023174,1986-09-02,239,Los Angeles (LAX)
USW00023174,1986-09-03,222,Los Angeles (LAX)
USW00023174,1986-09-04,217,Los Angeles (LAX)
USW00023174,1986-09-05,211,Los Angeles (LAX)
USW00023174,1986-09-06,228,Los Angeles (LAX)
USW00023174,1986-09-07,239,Los Angeles (LAX)
USW00023174,1986-09-08,228,Los Angeles (LAX)
USW00023174,1986-09-09,233,Los Angeles (LAX)
USW00023174,1986-09-10,233,Los Angeles (LAX)
USW00023174,1986-09-11,233,Los Angeles (LAX)
USW00023174,1986-09-12,217,Los Angeles (LAX)
USW00023174,1986-09-13,211,Los Angeles (LAX)
USW00023174,1986-09-14,233,Los Angeles (LAX)
USW00023174,1986-09-15,222,Los Angeles (LAX)
USW00023174,1986-09-16,228,Los Angeles (LAX)
USW00023174,1986-09-17,250,Los Angeles (LAX)
USW00023174,1986-09-18,250,Los Angeles (LAX)
USW00023174,1986-09-19,217,Los Angeles (LAX)
USW00023174,1986-09-20,217,Los Angeles (LAX)
USW00023174,1986-09-21,222,Los Angeles (LAX)
USW00023174,1986-09-22,217,Los Angeles (LAX)
USW00023174,1986-09-23,200,Los Angeles (LAX)
USW00023174,1986-09-24,172,Los Angeles (LAX)
USW00023174,1986-09-25,206,Los Angeles (LAX)
USW00023174,1986-09-26,211,Los Angeles (LAX)
USW00023174,1986-09-27,206,Los Angeles (LAX)
USW00023174,1986-09-28,200,Los Angeles (LAX)
USW00023174,1986-09-29,222,Los Angeles (LAX)
USW00023174,1986-09-30,239,Los Angeles (LAX)
USW00023174,1986-10-01,200,Los Angeles (LAX)
USW00023174,1986-10-02,217,Los Angeles (LAX)
USW00023174,1986-10-03,211,Los Angeles (LAX)
USW00023174,1986-10-04,317,Los Angeles (LAX)
USW00023174,1986-10-05,333,Los Angeles (LAX)
USW00023174,1986-10-06,261,Los Angeles (LAX)
USW00023174,1986-10-07,228,Los Angeles (LAX)
USW00023174,1986-10-08,222,Los Angeles (LAX)
USW00023174,1986-10-09,217,Los Angeles (LAX)
USW00023174,1986-10-10,211,Los Angeles (LAX)
USW00023174,1986-10-11,200,Los Angeles (LAX)
USW00023174,1986-10-12,233,Los Angeles (LAX)
USW00023174,1986-10-13,244,Los Angeles (LAX)
USW00023174,1986-10-14,272,Los Angeles (LAX)
USW00023174,1986-10-15,256,Los Angeles (LAX)
USW00023174,1986-10-16,217,Los Angeles (LAX)
USW00023174,1986-10-17,211,Los Angeles (LAX)
USW00023174,1986-10-18,217,Los Angeles (LAX)
USW00023174,1986-10-19,222,Los Angeles (LAX)
USW00023174,1986-10-20,222,Los Angeles (LAX)
USW00023174,1986-10-21,289,Los Angeles (LAX)
USW00023174,1986-10-22,256,Los Angeles (LAX)
USW00023174,1986-10-23,206,Los Angeles (LAX)
USW00023174,1986-10-24,211,Los Angeles (LAX)
USW00023174,1986-10-25,267,Los Angeles (LAX)
USW00023174,1986-10-26,272,Los Angeles (LAX)
USW00023174,1986-10-27,217,Los Angeles (LAX)
USW00023174,1986-10-28,222,Los Angeles (LAX)
USW00023174,1986-10-29,228,Los Angeles (LAX)
USW00023174,1986-10-30,222,Los Angeles (LAX)
USW00023174,1986-10-31,211,Los Angeles (LAX)
USW00023174,1986-11-01,256,Los Angeles (LAX)
USW00023174,1986-11-02,300,Los Angeles (LAX)
USW00023174,1986-11-03,283,Los Angeles (LAX)
USW00023174,1986-11-04,233,Los Angeles (LAX)
USW00023174,1986-11-05,200,Los Angeles (LAX)
USW00023174,1986-11-06,200,Los Angeles (LAX)
USW00023174,1986-11-07,200,Los Angeles (LAX)
USW00023174,1986-11-08,228,Los Angeles (LAX)
USW00023174,1986-11-09,250,Los Angeles (LAX)
USW00023174,1986-11-10,272,Los Angeles (LAX)
USW00023174,1986-11-11,294,Los Angeles (LAX)
USW00023174,1986-11-12,289,Los Angeles (LAX)
USW00023174,1986-11-13,222,Los Angeles (LAX)
USW00023174,1986-11-14,206,Los Angeles (LAX)
USW00023174,1986-11-15,239,Los Angeles (LAX)
USW00023174,1986-11-16,267,Los Angeles (LAX)
USW00023174,1986-11-17,228,Los Angeles (LAX)
USW00023174,1986-11-18,206,Los Angeles (LAX)
USW00023174,1986-11-19,200,Los Angeles (LAX)
USW00023174,1986-11-20,206,Los Angeles (LAX)
USW00023174,1986-11-21,211,Los Angeles (LAX)
USW00023174,1986-11-22,250,Los Angeles (LAX)
USW00023174,1986-11-23,239,Los Angeles (LAX)
USW00023174,1986-11-24,239,Los Angeles (LAX)
USW00023174,1986-11-25,244,Los Angeles (LAX)
USW00023174,1986-11-26,250,Los Angeles (LAX)
USW00023174,1986-11-27,267,Los Angeles (LAX)
USW00023174,1986-11-28,261,Los Angeles (LAX)
USW00023174,1986-11-29,200,Los Angeles (LAX)
USW00023174,1986-11-30,261,Los Angeles (LAX)
USW00023174,1986-12-01,261,Los Angeles (LAX)
USW00023174,1986-12-02,261,Los Angeles (LAX)
USW00023174,1986-12-03,233,Los Angeles (LAX)
USW00023174,1986-12-04,183,Los Angeles (LAX)
USW00023174,1986-12-05,194,Los Angeles (LAX)
USW00023174,1986-12-06,167,Los Angeles (LAX)
USW00023174,1986-12-07,200,Los Angeles (LAX)
USW00023174,1986-12-08,194,Los Angeles (LAX)
USW00023174,1986-12-09,178,Los Angeles (LAX)
USW00023174,1986-12-10,194,Los Angeles (LAX)
USW00023174,1986-12-11,189,Los Angeles (LAX)
USW00023174,1986-12-12,189,Los Angeles (LAX)
USW00023174,1986-12-13,194,Los Angeles (LAX)
USW00023174,1986-12-14,183,Los Angeles (LAX)
USW00023174,1986-12-15,183,Los Angeles (LAX)
USW00023174,1986-12-16,194,Los Angeles (LAX)
USW00023174,1986-12-17,211,Los Angeles (LAX)
USW00023174,1986-12-18,183,Los Angeles (LAX)
USW00023174,1986-12-19,178,Los Angeles (LAX)
USW00023174,1986-12-20,189,Los Angeles (LAX)
USW00023174,1986-12-21,217,Los Angeles (LAX)
USW00023174,1986-12-22,217,Los Angeles (LAX)
USW00023174,1986-12-23,178,Los Angeles (LAX)
USW00023174,1986-12-24,206,Los Angeles (LAX)
USW00023174,1986-12-25,206,Los Angeles (LAX)
USW00023174,1986-12-26,206,Los Angeles (LAX)
USW00023174,1986-12-27,178,Los Angeles (LAX)
USW00023174,1986-12-28,200,Los Angeles (LAX)
USW00023174,1986-12-29,228,Los Angeles (LAX)
USW00023174,1986-12-30,228,Los Angeles (LAX)
USW00023174,1986-12-31,194,Los Angeles (LAX)
USW00023174,1987-01-01,178,Los Angeles (LAX)
USW00023174,1987-01-02,183,Los Angeles (LAX)
USW00023174,1987-01-03,183,Los Angeles (LAX)
USW00023174,1987-01-04,150,Los Angeles (LAX)
USW00023174,1987-01-05,161,Los Angeles (LAX)
USW00023174,1987-01-06,133,Los Angeles (LAX)
USW00023174,1987-01-07,150,Los Angeles (LAX)
USW00023174,1987-01-08,172,Los Angeles (LAX)
USW00023174,1987-01-09,172,Los Angeles (LAX)
USW00023174,1987-01-10,206,Los Angeles (LAX)
USW00023174,1987-01-11,261,Los Angeles (LAX)
USW00023174,1987-01-12,244,Los Angeles (LAX)
USW00023174,1987-01-13,189,Los Angeles (LAX)
USW00023174,1987-01-14,200,Los Angeles (LAX)
USW00023174,1987-01-15,144,Los Angeles (LAX)
USW00023174,1987-01-16,122,Los Angeles (LAX)
USW00023174,1987-01-17,150,Los Angeles (LAX)
USW00023174,1987-01-18,156,Los Angeles (LAX)
USW00023174,1987-01-19,150,Los Angeles (LAX)
USW00023174,1987-01-20,161,Los Angeles (LAX)
USW00023174,1987-01-21,167,Los Angeles (LAX)
USW00023174,1987-01-22,189,Los Angeles (LAX)
USW00023174,1987-01-23,161,Los Angeles (LAX)
USW00023174,1987-01-24,172,Los Angeles (LAX)
USW00023174,1987-01-25,233,Los Angeles (LAX)
USW00023174,1987-01-26,267,Los Angeles (LAX)
USW00023174,1987-01-27,206,Los Angeles (LAX)
USW00023174,1987-01-28,167,Los Angeles (LAX)
USW00023174,1987-01-29,167,Los Angeles (LAX)
USW00023174,1987-01-30,156,Los Angeles (LAX)
USW00023174,1987-01-31,189,Los Angeles (LAX)
USW00023174,1987-02-01,189,Los Angeles (LAX)
USW00023174,1987-02-02,200,Los Angeles (LAX)
USW00023174,1987-02-03,178,Los Angeles (LAX)
USW00023174,1987-02-04,172,Los Angeles (LAX)
USW00023174,1987-02-05,244,Los Angeles (LAX)
USW00023174,1987-02-06,289,Los Angeles (LAX)
USW00023174,1987-02-07,283,Los Angeles (LAX)
USW00023174,1987-02-08,244,Los Angeles (LAX)
USW00023174,1987-02-09,189,Los Angeles (LAX)
USW00023174,1987-02-10,200,Los Angeles (LAX)
USW00023174,1987-02-11,183,Los Angeles (LAX)
USW00023174,1987-02-12,178,Los Angeles (LAX)
USW00023174,1987-02-13,161,Los Angeles (LAX)
USW00023174,1987-02-14,189,Los Angeles (LAX)
USW00023174,1987-02-15,150,Los Angeles (LAX)
USW00023174,1987-02-16,211,Los Angeles (LAX)
USW00023174,1987-02-17,206,Los Angeles (LAX)
USW00023174,1987-02-18,211,Los Angeles (LAX)
USW00023174,1987-02-19,228,Los Angeles (LAX)
USW00023174,1987-02-20,194,Los Angeles (LAX)
USW00023174,1987-02-21,189,Los Angeles (LAX)
USW00023174,1987-02-22,156,Los Angeles (LAX)
USW00023174,1987-02-23,144,Los Angeles (LAX)
USW00023174,1987-02-24,139,Los Angeles (LAX)
USW00023174,1987-02-25,144,Los Angeles (LAX)
USW00023174,1987-02-26,189,Los Angeles (LAX)
USW00023174,1987-02-27,200,Los Angeles (LAX)
USW00023174,1987-02-28,189,Los Angeles (LAX)
USW00023174,1987-03-01,183,Los Angeles (LAX)
USW00023174,1987-03-02,189,Los Angeles (LAX)
USW00023174,1987-03-03,250,Los Angeles (LAX)
USW00023174,1987-03-04,300,Los Angeles (LAX)
USW00023174,1987-03-05,194,Los Angeles (LAX)
USW00023174,1987-03-06,211,Los Angeles (LAX)
USW00023174,1987-03-07,172,Los Angeles (LAX)
USW00023174,1987-03-08,172,Los Angeles (LAX)
USW00023174,1987-03-09,183,Los Angeles (LAX)
USW00023174,1987-03-10,178,Los Angeles (LAX)
USW00023174,1987-03-11,178,Los Angeles (LAX)
USW00023174,1987-03-12,172,Los Angeles (LAX)
USW00023174,1987-03-13,200,Los Angeles (LAX)
USW00023174,1987-03-14,172,Los Angeles (LAX)
USW00023174,1987-03-15,161,Los Angeles (LAX)
USW00023174,1987-03-16,178,Los Angeles (LAX)
USW00023174,1987-03-17,194,Los Angeles (LAX)
USW00023174,1987-03-18,172,Los Angeles (LAX)
USW00023174,1987-03-19,161,Los Angeles (LAX)
USW00023174,1987-03-20,172,Los Angeles (LAX)
USW00023174,1987-03-21,128,Los Angeles (LAX)
USW00023174,1987-03-22,161,Los Angeles (LAX)
USW00023174,1987-03-23,156,Los Angeles (LAX)
USW00023174,1987-03-24,178,Los Angeles (LAX)
USW00023174,1987-03-25,217,Los Angeles (LAX)
USW00023174,1987-03-26,228,Los Angeles (LAX)
USW00023174,1987-03-27,183,Los Angeles (LAX)
USW00023174,1987-03-28,233,Los Angeles (LAX)
USW00023174,1987-03-29,233,Los Angeles (LAX)
USW00023174,1987-03-30,256,Los Angeles (LAX)
USW00023174,1987-03-31,267,Los Angeles (LAX)
USW00023174,1987-04-01,206,Los Angeles (LAX)
USW00023174,1987-04-02,172,Los Angeles (LAX)
USW00023174,1987-04-03,172,Los Angeles (LAX)
USW00023174,1987-04-04,178,Los Angeles (LAX)
USW00023174,1987-04-05,178,Los Angeles (LAX)
USW00023174,1987-04-06,200,Los Angeles (LAX)
USW00023174,1987-04-07,228,Los Angeles (LAX)
USW00023174,1987-04-08,278,Los Angeles (LAX)
USW00023174,1987-04-09,289,Los Angeles (LAX)
USW00023174,1987-04-10,217,Los Angeles (LAX)
USW00023174,1987-04-11,189,Los Angeles (LAX)
USW00023174,1987-04-12,206,Los Angeles (LAX)
USW00023174,1987-04-13,233,Los Angeles (LAX)
USW00023174,1987-04-14,278,Los Angeles (LAX)
USW00023174,1987-04-15,233,Los Angeles (LAX)
USW00023174,1987-04-16,189,Los Angeles (LAX)
USW00023174,1987-04-17,183,Los Angeles (LAX)
USW00023174,1987-04-18,183,Los Angeles (LAX)
USW00023174,1987-04-19,217,Los Angeles (LAX)
USW00023174,1987-04-20,256,Los Angeles (LAX)
USW00023174,1987-04-21,317,Los Angeles (LAX)
USW00023174,1987-04-22,322,Los Angeles (LAX)
USW00023174,1987-04-23,211,Los Angeles (LAX)
USW00023174,1987-04-24,206,Los Angeles (LAX)
USW00023174,1987-04-25,200,Los Angeles (LAX)
USW00023174,1987-04-26,194,Los Angeles (LAX)
USW00023174,1987-04-27,189,Los Angeles (LAX)
USW00023174,1987-04-28,206,Los Angeles (LAX)
USW00023174,1987-04-29,172,Los Angeles (LAX)
USW00023174,1987-04-30,233,Los Angeles (LAX)
USW00023174,1987-05-01,200,Los Angeles (LAX)
USW00023174,1987-05-02,211,Los Angeles (LAX)
USW00023174,1987-05-03,228,Los Angeles (LAX)
USW00023174,1987-05-04,278,Los Angeles (LAX)
USW00023174,1987-05-05,239,Los Angeles (LAX)
USW00023174,1987-05-06,228,Los Angeles (LAX)
USW00023174,1987-05-07,222,Los Angeles (LAX)
USW00023174,1987-05-08,206,Los Angeles (LAX)
USW00023174,1987-05-09,189,Los Angeles (LAX)
USW00023174,1987-05-10,211,Los Angeles (LAX)
USW00023174,1987-05-11,256,Los Angeles (LAX)
USW00023174,1987-05-12,228,Los Angeles (LAX)
USW00023174,1987-05-13,217,Los Angeles (LAX)
USW00023174,1987-05-14,217,Los Angeles (LAX)
USW00023174,1987-05-15,211,Los Angeles (LAX)
USW00023174,1987-05-16,206,Los Angeles (LAX)
USW00023174,1987-05-17,211,Los Angeles (LAX)
USW00023174,1987-05-18,211,Los Angeles (LAX)
USW00023174,1987-05-19,189,Los Angeles (LAX)
USW00023174,1987-05-20,183,Los Angeles (LAX)
USW00023174,1987-05-21,200,Los Angeles (LAX)
USW00023174,1987-05-22,200,Los Angeles (LAX)
USW00023174,1987-05-23,206,Los Angeles (LAX)
USW00023174,1987-05-24,200,Los Angeles (LAX)
USW00023174,1987-05-25,189,Los Angeles (LAX)
USW00023174,1987-05-26,178,Los Angeles (LAX)
USW00023174,1987-05-27,189,Los Angeles (LAX)
USW00023174,1987-05-28,189,Los Angeles (LAX)
USW00023174,1987-05-29,194,Los Angeles (LAX)
USW00023174,1987-05-30,211,Los Angeles (LAX)
USW00023174,1987-05-31,222,Los Angeles (LAX)
USW00023174,1987-06-01,244,Los Angeles (LAX)
USW00023174,1987-06-02,217,Los Angeles (LAX)
USW00023174,1987-06-03,200,Los Angeles (LAX)
USW00023174,1987-06-04,217,Los Angeles (LAX)
USW00023174,1987-06-05,228,Los Angeles (LAX)
USW00023174,1987-06-06,217,Los Angeles (LAX)
USW00023174,1987-06-07,206,Los Angeles (LAX)
USW00023174,1987-06-08,194,Los Angeles (LAX)
USW00023174,1987-06-09,211,Los Angeles (LAX)
USW00023174,1987-06-10,211,Los Angeles (LAX)
USW00023174,1987-06-11,200,Los Angeles (LAX)
USW00023174,1987-06-12,194,Los Angeles (LAX)
USW00023174,1987-06-13,194,Los Angeles (LAX)
USW00023174,1987-06-14,194,Los Angeles (LAX)
USW00023174,1987-06-15,206,Los Angeles (LAX)
USW00023174,1987-06-16,211,Los Angeles (LAX)
USW00023174,1987-06-17,222,Los Angeles (LAX)
USW00023174,1987-06-18,211,Los Angeles (LAX)
USW00023174,1987-06-19,211,Los Angeles (LAX)
USW00023174,1987-06-20,206,Los Angeles (LAX)
USW00023174,1987-06-21,211,Los Angeles (LAX)
USW00023174,1987-06-22,217,Los Angeles (LAX)
USW00023174,1987-06-23,228,Los Angeles (LAX)
USW00023174,1987-06-24,211,Los Angeles (LAX)
USW00023174,1987-06-25,217,Los Angeles (LAX)
USW00023174,1987-06-26,200,Los Angeles (LAX)
USW00023174,1987-06-27,200,Los Angeles (LAX)
USW00023174,1987-06-28,206,Los Angeles (LAX)
USW00023174,1987-06-29,206,Los Angeles (LAX)
USW00023174,1987-06-30,211,Los Angeles (LAX)
USW00023174,1987-07-01,211,Los Angeles (LAX)
USW00023174,1987-07-02,211,Los Angeles (LAX)
USW00023174,1987-07-03,206,Los Angeles (LAX)
USW00023174,1987-07-04,228,Los Angeles (LAX)
USW00023174,1987-07-05,222,Los Angeles (LAX)
USW00023174,1987-07-06,217,Los Angeles (LAX)
USW00023174,1987-07-07,222,Los Angeles (LAX)
USW00023174,1987-07-08,194,Los Angeles (LAX)
USW00023174,1987-07-09,239,Los Angeles (LAX)
USW00023174,1987-07-10,206,Los Angeles (LAX)
USW00023174,1987-07-11,217,Los Angeles (LAX)
USW00023174,1987-07-12,222,Los Angeles (LAX)
USW00023174,1987-07-13,217,Los Angeles (LAX)
USW00023174,1987-07-14,217,Los Angeles (LAX)
USW00023174,1987-07-15,211,Los Angeles (LAX)
USW00023174,1987-07-16,211,Los Angeles (LAX)
USW00023174,1987-07-17,211,Los Angeles (LAX)
USW00023174,1987-07-18,217,Los Angeles (LAX)
USW00023174,1987-07-19,228,Los Angeles (LAX)
USW00023174,1987-07-20,217,Los Angeles (LAX)
USW00023174,1987-07-21,222,Los Angeles (LAX)
USW00023174,1987-07-22,217,Los Angeles (LAX)
USW00023174,1987-07-23,217,Los Angeles (LAX)
USW00023174,1987-07-24,228,Los Angeles (LAX)
USW00023174,1987-07-25,222,Los Angeles (LAX)
USW00023174,1987-07-26,239,Los Angeles (LAX)
USW00023174,1987-07-27,233,Los Angeles (LAX)
USW00023174,1987-07-28,228,Los Angeles (LAX)
USW00023174,1987-07-29,222,Los Angeles (LAX)
USW00023174,1987-07-30,261,Los Angeles (LAX)
USW00023174,1987-07-31,261,Los Angeles (LAX)
USW00023174,1987-08-01,261,Los Angeles (LAX)
USW00023174,1987-08-02,250,Los Angeles (LAX)
USW00023174,1987-08-03,239,Los Angeles (LAX)
USW00023174,1987-08-04,239,Los Angeles (LAX)
USW00023174,1987-08-05,250,Los Angeles (LAX)
USW00023174,1987-08-06,239,Los Angeles (LAX)
USW00023174,1987-08-07,256,Los Angeles (LAX)
USW00023174,1987-08-08,233,Los Angeles (LAX)
USW00023174,1987-08-09,233,Los Angeles (LAX)
USW00023174,1987-08-10,233,Los Angeles (LAX)
USW00023174,1987-08-11,239,Los Angeles (LAX)
USW00023174,1987-08-12,222,Los Angeles (LAX)
USW00023174,1987-08-13,211,Los Angeles (LAX)
USW00023174,1987-08-14,194,Los Angeles (LAX)
USW00023174,1987-08-15,239,Los Angeles (LAX)
USW00023174,1987-08-16,228,Los Angeles (LAX)
USW00023174,1987-08-17,211,Los Angeles (LAX)
USW00023174,1987-08-18,217,Los Angeles (LAX)
USW00023174,1987-08-19,233,Los Angeles (LAX)
USW00023174,1987-08-20,250,Los Angeles (LAX)
USW00023174,1987-08-21,228,Los Angeles (LAX)
USW00023174,1987-08-22,228,Los Angeles (LAX)
USW00023174,1987-08-23,228,Los Angeles (LAX)
USW00023174,1987-08-24,233,Los Angeles (LAX)
USW00023174,1987-08-25,228,Los Angeles (LAX)
USW00023174,1987-08-26,222,Los Angeles (LAX)
USW00023174,1987-08-27,211,Los Angeles (LAX)
USW00023174,1987-08-28,228,Los Angeles (LAX)
USW00023174,1987-08-29,222,Los Angeles (LAX)
USW00023174,1987-08-30,222,Los Angeles (LAX)
USW00023174,1987-08-31,228,Los Angeles (LAX)
USW00023174,1987-09-01,278,Los Angeles (LAX)
USW00023174,1987-09-02,261,Los Angeles (LAX)
USW00023174,1987-09-03,261,Los Angeles (LAX)
USW00023174,1987-09-04,233,Los Angeles (LAX)
USW00023174,1987-09-05,228,Los Angeles (LAX)
USW00023174,1987-09-06,228,Los Angeles (LAX)
USW00023174,1987-09-07,250,Los Angeles (LAX)
USW00023174,1987-09-08,272,Los Angeles (LAX)
USW00023174,1987-09-09,244,Los Angeles (LAX)
USW00023174,1987-09-10,250,Los Angeles (LAX)
USW00023174,1987-09-11,233,Los Angeles (LAX)
USW00023174,1987-09-12,222,Los Angeles (LAX)
USW00023174,1987-09-13,222,Los Angeles (LAX)
USW00023174,1987-09-14,222,Los Angeles (LAX)
USW00023174,1987-09-15,233,Los Angeles (LAX)
USW00023174,1987-09-16,239,Los Angeles (LAX)
USW00023174,1987-09-17,228,Los Angeles (LAX)
USW00023174,1987-09-18,217,Los Angeles (LAX)
USW00023174,1987-09-19,228,Los Angeles (LAX)
USW00023174,1987-09-20,222,Los Angeles (LAX)
USW00023174,1987-09-21,278,Los Angeles (LAX)
USW00023174,1987-09-22,344,Los Angeles (LAX)
USW00023174,1987-09-23,256,Los Angeles (LAX)
USW00023174,1987-09-24,244,Los Angeles (LAX)
USW00023174,1987-09-25,233,Los Angeles (LAX)
USW00023174,1987-09-26,244,Los Angeles (LAX)
USW00023174,1987-09-27,239,Los Angeles (LAX)
USW00023174,1987-09-28,233,Los Angeles (LAX)
USW00023174,1987-09-29,228,Los Angeles (LAX)
USW00023174,1987-09-30,244,Los Angeles (LAX)
USW00023174,1987-10-01,250,Los Angeles (LAX)
USW00023174,1987-10-02,294,Los Angeles (LAX)
USW00023174,1987-10-03,367,Los Angeles (LAX)
USW00023174,1987-10-04,394,Los Angeles (LAX)
USW00023174,1987-10-05,294,Los Angeles (LAX)
USW00023174,1987-10-06,233,Los Angeles (LAX)
USW00023174,1987-10-07,217,Los Angeles (LAX)
USW00023174,1987-10-08,222,Los Angeles (LAX)
USW00023174,1987-10-09,233,Los Angeles (LAX)
USW00023174,1987-10-10,217,Los Angeles (LAX)
USW00023174,1987-10-11,272,Los Angeles (LAX)
USW00023174,1987-10-12,211,Los Angeles (LAX)
USW00023174,1987-10-13,222,Los Angeles (LAX)
USW00023174,1987-10-14,217,Los Angeles (LAX)
USW00023174,1987-10-15,206,Los Angeles (LAX)
USW00023174,1987-10-16,217,Los Angeles (LAX)
USW00023174,1987-10-17,217,Los Angeles (LAX)
USW00023174,1987-10-18,206,Los Angeles (LAX)
USW00023174,1987-10-19,206,Los Angeles (LAX)
USW00023174,1987-10-20,206,Los Angeles (LAX)
USW00023174,1987-10-21,244,Los Angeles (LAX)
USW00023174,1987-10-22,206,Los Angeles (LAX)
USW00023174,1987-10-23,228,Los Angeles (LAX)
USW00023174,1987-10-24,228,Los Angeles (LAX)
USW00023174,1987-10-25,261,Los Angeles (LAX)
USW00023174,1987-10-26,306,Los Angeles (LAX)
USW00023174,1987-10-27,306,Los Angeles (LAX)
USW00023174,1987-10-28,233,Los Angeles (LAX)
USW00023174,1987-10-29,206,Los Angeles (LAX)
USW00023174,1987-10-30,217,Los Angeles (LAX)
USW00023174,1987-10-31,183,Los Angeles (LAX)
USW00023174,1987-11-01,211,Los Angeles (LAX)
USW00023174,1987-11-02,189,Los Angeles (LAX)
USW00023174,1987-11-03,206,Los Angeles (LAX)
